audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,N,27-Jan-2025 16:20:34,Coal India Limited,Consolidated,Non-cumulative,00:00:14,27-Jan-2025 16:20:48,27-Jan-2025 16:20,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE522F01014,N,01-Oct-202431-Dec-2024Q3UNNCNECOALINDIA,Quarterly,N,Third Quarter,,,1190737,COALINDIA,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117764_1361971_27012025042033.xml
Un-Audited,N,27-Jan-2025 16:18:27,Coal India Limited,Non-Consolidated,Non-cumulative,00:00:26,27-Jan-2025 16:18:53,27-Jan-2025 16:18,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE522F01014,N,01-Oct-202431-Dec-2024Q3UNNNNECOALINDIA,Quarterly,N,Third Quarter,,,1190735,COALINDIA,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117763_1361966_27012025041826.xml
Un-Audited,N,25-Oct-2024 21:20:26,Coal India Limited,Consolidated,Non-cumulative,00:00:48,25-Oct-2024 21:21:14,25-Oct-2024 21:20,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE522F01014,N,01-Jul-202430-Sep-2024Q2UNNCNECOALINDIA,Quarterly,N,Second Quarter,,,1182762,COALINDIA,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113458_1289363_25102024092025.xml
Un-Audited,N,25-Oct-2024 21:17:13,Coal India Limited,Non-Consolidated,Non-cumulative,00:00:16,25-Oct-2024 21:17:29,25-Oct-2024 21:17,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE522F01014,N,01-Jul-202430-Sep-2024Q2UNNNNECOALINDIA,Quarterly,N,Second Quarter,,,1182752,COALINDIA,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113453_1289345_25102024091712.xml
Un-Audited,N,31-Jul-2024 17:02:48,Coal India Limited,Consolidated,Non-cumulative,00:00:43,31-Jul-2024 17:03:31,31-Jul-2024 17:02,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE522F01014,N,01-Apr-202430-Jun-2024Q1UNNCNECOALINDIA,Quarterly,N,First Quarter,,,1178499,COALINDIA,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109944_1207934_31072024050248.xml
Un-Audited,N,31-Jul-2024 17:00:52,Coal India Limited,Non-Consolidated,Non-cumulative,00:00:30,31-Jul-2024 17:01:22,31-Jul-2024 17:00,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE522F01014,N,01-Apr-202430-Jun-2024Q1UNNNNECOALINDIA,Quarterly,N,First Quarter,,,1178496,COALINDIA,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109941_1207924_31072024050051.xml
Audited,N,02-May-2024 18:35:26,Coal India Limited,Consolidated,Non-cumulative,00:00:08,02-May-2024 18:35:34,02-May-2024 18:35,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE522F01014,N,01-Jan-202431-Mar-2024Q4ANNCNECOALINDIA,Quarterly,N,Fourth Quarter,,,1170106,COALINDIA,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105167_1113938_02052024063525.xml
Audited,N,02-May-2024 18:34:05,Coal India Limited,Non-Consolidated,Non-cumulative,00:00:10,02-May-2024 18:34:15,02-May-2024 18:34,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE522F01014,N,01-Jan-202431-Mar-2024Q4ANNNNECOALINDIA,Quarterly,N,Fourth Quarter,,,1170104,COALINDIA,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105166_1113934_02052024063404.xml
Un-Audited,N,12-Feb-2024 19:13:07,Coal India Limited,Consolidated,Non-cumulative,00:03:19,12-Feb-2024 19:16:26,12-Feb-2024 19:13,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE522F01014,N,01-Oct-202331-Dec-2023Q3UNNCNECOALINDIA,Quarterly,N,Third Quarter,,,1167078,COALINDIA,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_103552_1052468_12022024071306.xml
Un-Audited,N,12-Feb-2024 19:09:42,Coal India Limited,Non-Consolidated,Non-cumulative,00:02:44,12-Feb-2024 19:12:26,12-Feb-2024 19:09,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE522F01014,N,01-Oct-202331-Dec-2023Q3UNNNNECOALINDIA,Quarterly,N,Third Quarter,,,1167066,COALINDIA,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_103546_1052441_12022024070942.xml
Un-Audited,N,10-Nov-2023 16:51:50,Coal India Limited,Consolidated,Non-cumulative,29:59:42,11-Nov-2023 22:51:32,10-Nov-2023 16:51,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE522F01014,N,01-Jul-202330-Sep-2023Q2UNNCNECOALINDIA,Quarterly,N,Second Quarter,,,1160839,COALINDIA,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_100382_985497_10112023045149.xml
Un-Audited,N,10-Nov-2023 16:49:14,Coal India Limited,Non-Consolidated,Non-cumulative,30:01:50,11-Nov-2023 22:51:04,10-Nov-2023 16:49,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE522F01014,N,01-Jul-202330-Sep-2023Q2UNNNNECOALINDIA,Quarterly,N,Second Quarter,,,1160833,COALINDIA,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_100379_985482_10112023044913.xml
Un-Audited,N,08-Aug-2023 17:32:27,Coal India Limited,Non-Consolidated,Non-cumulative,00:21:36,08-Aug-2023 17:54:03,08-Aug-2023 17:32,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE522F01014,N,01-Apr-202330-Jun-2023Q1UNNNNECOALINDIA,Quarterly,N,First Quarter,,,1153390,COALINDIA,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_95710_911113_08082023053226.xml
Un-Audited,N,08-Aug-2023 17:31:02,Coal India Limited,Consolidated,Non-cumulative,00:19:30,08-Aug-2023 17:50:32,08-Aug-2023 17:31,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE522F01014,N,01-Apr-202330-Jun-2023Q1UNNCNECOALINDIA,Quarterly,N,First Quarter,,,1153389,COALINDIA,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_95709_911110_08082023053101.xml
Audited,N,07-May-2023 12:29:14,Coal India Limited,Consolidated,Non-cumulative,00:04:47,07-May-2023 12:34:01,07-May-2023 12:29,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE522F01014,N,01-Jan-202331-Mar-2023Q4ANNCNECOALINDIA,Quarterly,N,Fourth Quarter,,,1146273,COALINDIA,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_91335_838657_07052023122913.xml
Audited,N,07-May-2023 12:27:27,Coal India Limited,Non-Consolidated,Non-cumulative,00:02:35,07-May-2023 12:30:02,07-May-2023 12:27,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE522F01014,N,01-Jan-202331-Mar-2023Q4ANNNNECOALINDIA,Quarterly,N,Fourth Quarter,,,1146271,COALINDIA,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_91334_838654_07052023122727.xml
Un-Audited,N,31-Jan-2023 18:12:56,Coal India Limited,Consolidated,Non-cumulative,00:07:06,31-Jan-2023 18:20:02,31-Jan-2023 18:12,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE522F01014,N,01-Oct-202231-Dec-2022Q3UNNCNECOALINDIA,Quarterly,N,Third Quarter,,,1140084,COALINDIA,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_88183_782139_31012023061256_WEB.xml
Un-Audited,N,31-Jan-2023 18:11:27,Coal India Limited,Non-Consolidated,Non-cumulative,00:04:36,31-Jan-2023 18:16:03,31-Jan-2023 18:11,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE522F01014,N,01-Oct-202231-Dec-2022Q3UNNNNECOALINDIA,Quarterly,N,Third Quarter,,,1140080,COALINDIA,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_88181_782131_31012023061126_WEB.xml
Un-Audited,N,07-Nov-2022 19:31:10,Coal India Limited,Consolidated,Non-cumulative,00:02:55,07-Nov-2022 19:34:05,07-Nov-2022 19:31,01-Apr-2022 To 31-Mar-2023,New,01-Jul-2022,Ind-AS New,-,INE522F01014,N,01-Jul-202230-Sep-2022Q2UNNCNECOALINDIA,Quarterly,N,Second Quarter,,,6552,COALINDIA,30-Sep-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_844784_5717_07112022193110_WEB.xml
Un-Audited,N,07-Nov-2022 19:31:10,Coal India Limited,Non-Consolidated,Non-cumulative,00:02:57,07-Nov-2022 19:34:07,07-Nov-2022 19:31,01-Apr-2022 To 31-Mar-2023,New,01-Jul-2022,Ind-AS New,-,INE522F01014,N,01-Jul-202230-Sep-2022Q2UNNNNECOALINDIA,Quarterly,N,Second Quarter,,,6550,COALINDIA,30-Sep-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_844783_5717_07112022193110_WEB.xml
Un-Audited,N,10-Aug-2022 18:00:30,Coal India Limited,Consolidated,Non-cumulative,00:03:40,10-Aug-2022 18:04:10,10-Aug-2022 18:00,01-Apr-2022 To 31-Mar-2023,New,01-Apr-2022,Ind-AS New,-,INE522F01014,N,01-Apr-202230-Jun-2022Q1UNNCNECOALINDIA,Quarterly,N,First Quarter,,,2424,COALINDIA,30-Jun-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_648473_3378_10082022180030_WEB.xml
Un-Audited,N,10-Aug-2022 18:00:30,Coal India Limited,Non-Consolidated,Non-cumulative,00:03:39,10-Aug-2022 18:04:09,10-Aug-2022 18:00,01-Apr-2022 To 31-Mar-2023,New,01-Apr-2022,Ind-AS New,-,INE522F01014,N,01-Apr-202230-Jun-2022Q1UNNNNECOALINDIA,Quarterly,N,First Quarter,,,2458,COALINDIA,30-Jun-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_648472_3378_10082022180030_WEB.xml
Audited,N,25-May-2022 17:25:16,Coal India Limited,Consolidated,Non-cumulative,00:02:52,25-May-2022 17:28:08,25-May-2022 17:25,01-Apr-2021 To 31-Mar-2022,New,01-Jan-2022,Ind-AS New,-,INE522F01014,N,01-Jan-202231-Mar-2022Q4ANNCNECOALINDIA,Quarterly,N,Fourth Quarter,,,1134593,COALINDIA,31-Mar-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_85377_660547_25052022052515_WEB.xml
Audited,N,25-May-2022 17:21:41,Coal India Limited,Non-Consolidated,Non-cumulative,00:02:28,25-May-2022 17:24:09,25-May-2022 17:21,01-Apr-2021 To 31-Mar-2022,New,01-Jan-2022,Ind-AS New,-,INE522F01014,N,01-Jan-202231-Mar-2022Q4ANNNNECOALINDIA,Quarterly,N,Fourth Quarter,,,1134591,COALINDIA,31-Mar-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_85376_660532_25052022052141_WEB.xml
Un-Audited,N,14-Feb-2022 17:44:38,Coal India Limited,Consolidated,Non-cumulative,00:03:32,14-Feb-2022 17:48:10,14-Feb-2022 17:44,01-Apr-2021 To 31-Mar-2022,New,01-Oct-2021,Ind-AS New,-,INE522F01014,N,01-Oct-202131-Dec-2021Q3UNNCNECOALINDIA,Quarterly,N,Third Quarter,,,1129848,COALINDIA,31-Dec-2021,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_82927_610261_14022022054438_WEB.xml
Un-Audited,N,14-Feb-2022 17:43:08,Coal India Limited,Non-Consolidated,Non-cumulative,00:03:02,14-Feb-2022 17:46:10,14-Feb-2022 17:43,01-Apr-2021 To 31-Mar-2022,New,01-Oct-2021,Ind-AS New,-,INE522F01014,N,01-Oct-202131-Dec-2021Q3UNNNNECOALINDIA,Quarterly,N,Third Quarter,,,1129840,COALINDIA,31-Dec-2021,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_82923_610245_14022022054308_WEB.xml
Un-Audited,N,12-Nov-2021 18:34:43,Coal India Limited,Consolidated,Non-cumulative,00:07:27,12-Nov-2021 18:42:10,12-Nov-2021 18:34,01-Apr-2021 To 31-Mar-2022,New,01-Jul-2021,Ind-AS New,-,INE522F01014,N,01-Jul-202130-Sep-2021Q2UNNCNECOALINDIA,Quarterly,N,Second Quarter,,,1122045,COALINDIA,30-Sep-2021,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_78899_556607_12112021063443_WEB.xml
