bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name
-,-,Max Healthcare Institute Limited,03-Jul-2026,10,-,INE027H01010,-,-,03-Jul-2026,EQ,Dividend - Rs 2 Per Share,MAXHEALTH,Max Healthcare Institute Ltd.
-,-,Max Healthcare Institute Limited,04-Jul-2025,10,-,INE027H01010,-,-,04-Jul-2025,EQ,Dividend - Rs 1.50 Per Share,MAXHEALTH,Max Healthcare Institute Ltd.
-,-,Max Healthcare Institute Limited,23-Aug-2024,10,-,INE027H01010,-,-,23-Aug-2024,EQ,Dividend - Rs 1.5 Per Share,MAXHEALTH,Max Healthcare Institute Ltd.
-,-,Max Healthcare Institute Limited,08-Sep-2023,10,-,INE027H01010,-,-,08-Sep-2023,EQ,Dividend - Re 1 Per Share,MAXHEALTH,Max Healthcare Institute Ltd.
