bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,bm_source
MAXHEALTH,21-May-2026,Board Meeting Intimation,Max Healthcare Institute Limited has informed the Exchange about Board Meeting to be held on 21-May-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,-,15-May-2026 12:12:06,Max Healthcare Institute Limited,INE027H01010,00:00:03,15-May-2026 12:12:09,14.94 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_543220_155202612121_PRIOR_INTIMATION_WebXMLFile_20260515_121204449.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260515_121204_WEB.html,3.38 KB,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,20-May-2025,Board Meeting Intimation,Max Healthcare Institute Limited has informed the Exchange about Board Meeting to be held on 20-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,-,13-May-2025 21:04:41,Max Healthcare Institute Limited,INE027H01010,00:00:03,13-May-2025 21:04:44,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_53645_1437856_13052025090438_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_53645_13052025210438_iXBRL_WEB.html,,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,22-May-2024,MAX HEALTHCARE INSTITUTE LIMITED has informed the Exchange about Board Meeting to be held on 22-May-2024 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2024 and Dividend.,Board Meeting Intimation,-,16-May-2024 17:39:04,Max Healthcare Institute Limited,INE027H01010,00:00:03,16-May-2024 17:39:07,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_25275_1126884_16052024053902_WEB.xml,,,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,16-May-2023,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on May 16, 2023 where Financial Results for the quarter and year ended March 31, 2023 are approved.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,25-May-2022,Outcome of Board Meeting,"Max Healthcare Institute Limited  has informed the Exchange about Board Meeting held on 25-May-2022 to consider and approved the Audited financial results (consolidated and standalone) of the Company for the financial year ended March 31, 2022 and Un-audited financial results (consolidated and standalone) for the quarter ended March 31, 2022",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,28-May-2021,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on May 28, 2021.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,14-Nov-2025,Board Meeting Intimation,Max Healthcare Institute Limited has informed the Exchange about Board Meeting to be held on 14-Nov-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2025 .,-,08-Nov-2025 09:48:42,Max Healthcare Institute Limited,INE027H01010,00:00:04,08-Nov-2025 09:48:46,6.53 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_71696_1568935_08112025094841_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_71696_08112025094840_iXBRL_WEB.html,2.94 KB,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,13-Aug-2025,Board Meeting Intimation,Max Healthcare Institute Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,-,06-Aug-2025 19:09:02,Max Healthcare Institute Limited,INE027H01010,00:00:03,06-Aug-2025 19:09:05,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_62982_1504411_06082025070900_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_62982_06082025190900_iXBRL_WEB.html,2.94 KB,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,05-Feb-2026,Board Meeting Intimation,Max Healthcare Institute Limited has informed the Exchange about Board Meeting to be held on 05-Feb-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,-,28-Jan-2026 19:12:10,Max Healthcare Institute Limited,INE027H01010,00:00:04,28-Jan-2026 19:12:14,6.53 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_76752_1612186_28012026071209_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_76752_28012026191208_iXBRL_WEB.html,2.94 KB,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,30-Jan-2025,Board Meeting Intimation,MAX HEALTHCARE INSTITUTE LIMITED has informed the Exchange about Board Meeting to be held on 30-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,-,24-Jan-2025 20:13:56,Max Healthcare Institute Limited,INE027H01010,00:00:03,24-Jan-2025 20:13:59,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_44749_1360928_24012025081353_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_44749_24012025201353_iXBRL_WEB.html,,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,05-Nov-2024,Board Meeting Intimation,MAX HEALTHCARE INSTITUTE LIMITED has informed the Exchange about Board Meeting to be held on 05-Nov-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2024 .,-,30-Oct-2024 18:43:14,Max Healthcare Institute Limited,INE027H01010,00:00:03,30-Oct-2024 18:43:17,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_39109_1294706_30102024064311_WEB.xml,,,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,01-Aug-2024,MAX HEALTHCARE INSTITUTE LIMITED has informed the Exchange about Board Meeting to be held on 01-Aug-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,-,24-Jul-2024 13:23:50,Max Healthcare Institute Limited,INE027H01010,00:00:03,24-Jul-2024 13:23:53,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_30413_1200839_24072024012347_WEB.xml,,,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,31-Jan-2024,MAX HEALTHCARE INSTITUTE LIMITED has informed the Exchange about Board Meeting to be held on 31-Jan-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2023 .,Board Meeting Intimation,-,19-Jan-2024 20:28:55,Max Healthcare Institute Limited,INE027H01010,00:01:08,19-Jan-2024 20:30:03,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_16763_1030749_19012024082853_WEB.xml,,,MAXHEALTH,Max Healthcare Institute Ltd.,
MAXHEALTH,08-Apr-2026,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding Outcome of Board Meeting held on April 08, 2026.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,12-Mar-2025,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on March 12, 2025.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,07-Aug-2023,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on August 07, 2023.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,06-Nov-2023,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding Outcome of Board Meeting held on November 06, 2023.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,02-Feb-2023,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on February 02, 2023.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,12-Feb-2022,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on February 12, 2022.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,10-Aug-2022,Outcome of Board Meeting,Max Healthcare Institute Limited  has informed the Exchange about Board Meeting held on 10-Aug-2022 to consider financial statements for the period ended June 2022 and Other business matters,,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,01-Nov-2022,Outcome of Board Meeting,Max Healthcare Institute Limited  has informed the Exchange about Board Meeting held on 01-Nov-2022 to consider financial statements for the period ended September 2022 and Other business matters,,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,12-Nov-2021,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on November 12, 2021.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,10-Aug-2021,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on August 10, 2021.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,06-Feb-2021,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on February 06, 2021.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,11-Nov-2020,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on November 11, 2020.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,01-Sep-2020,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on September 01, 2020.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,18-Dec-2025,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding Board meeting held on December 18, 2025.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,13-Sep-2024,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on September 13, 2024.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,19-Mar-2024,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding  Board meeting held on March 19, 2024, wherein Board has inter-alia approved re-appointment of Independent Directors, subject to approval of members.",,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
MAXHEALTH,24-Feb-2024,Outcome of Board Meeting,Max Healthcare Institute Limited has informed the Exchange regarding Acquisition of Land Parcel allotted through e-auction for setting up of 500+ bedded Hospital in Lucknow.,,,Max Healthcare Institute Limited,INE027H01010,,,,,,,MAXHEALTH,Max Healthcare Institute Ltd.,announcements
