bm_date,bm_purpose,bm_desc,attachment
12-Aug-2026 20:31:43,Outcome of Board Meeting,"Petronet LNG Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/PETRONET_12082026203026_OutcomeofBoardMeeting12082026si.pdf
03-Aug-2026 17:42:43,General Updates,"Petronet LNG Limited has informed the Exchange about General Updates. Pursuant to Regulation 29(2) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, this is to inform that the Meeting of the Board of Directors of the Company will be held on Wednesday, 12th August 2026, inter-alia, to consider and approve Unaudited Financial Results of the Company for the quarter ended 30th June 2026. Pursuant to Code for Prevention of Insider Trading in the Securities of Petronet LNG Limited (PLL's Code) as well as Circular issued by the Stock Exchanges dated 2nd April, 2019, it was informed to the Stock Exchanges where the shares of the Company are listed vide letter dated 19th June 2026 that the Trading Window for dealing in securities of PLL would be closed, for all 'Insiders' as per PLL's Code, from 1st July 2026 till 48 hours after the unaudited financial results for the quarter ended 30th June 2026 would become generally available to Public.In view of the above, the Trading Window for trading in PLL's securities which was closed from 1st July 2025 shall remain closed till 14th August 2026 (both days inclusive). All Insiders have been advised not to deal with the securities of PLL during this period.",https://nsearchives.nseindia.com/corporate/PETRONET_03082026174221_IntimationBoardMeetingsign.pdf
28-Jul-2026 15:55:05,General Updates,"Petronet LNG Limited has informed the Exchange about General Updates.This is in continuation of our letter of even no. dated 10th June 2026.As per above mentioned letters from National Stock Exchange of India Limited and BSE Limited, the Company was required to ensure that the said non-compliance which has been identified by the Exchange and subsequent action taken by the Exchange in this regard shall be placed before the Board of Directors in the next Board Meeting and comments made by the Board shall be duly informed to the Exchange for dissemination, in pursuance of SEBI Master Circular dated 30.01.2026.Accordingly, the Board took note of the same on 27th July 2026.",https://nsearchives.nseindia.com/corporate/PETRONET_28072026155457_replyNSEandBSEBoardcomments2807.pdf
