exDate,recDate,subject,faceVal
11-Aug-2026 16:38:47,11-Aug-2026 16:38:47,Record Date,1
30-Apr-2026 21:17:02,30-Apr-2026 21:17:02,Dividend,1
05-Feb-2026 19:07:03,05-Feb-2026 19:07:03,General Updates,1
05-Feb-2026 18:24:00,05-Feb-2026 18:24:00,Record Date,1
05-Feb-2026 17:19:55,05-Feb-2026 17:19:55,Dividend,1
27-Oct-2025 22:33:29,27-Oct-2025 22:33:29,General Updates,1
27-Oct-2025 22:30:33,27-Oct-2025 22:30:33,Record Date,1
27-Oct-2025 20:37:30,27-Oct-2025 20:37:30,Dividend,1
29-Sep-2025 19:36:25,29-Sep-2025 19:36:25,Updates,1
29-Aug-2025 18:26:48,29-Aug-2025 18:26:48,Record Date,1
29-May-2025 19:31:58,29-May-2025 19:31:58,Outcome of Board Meeting,1
08-Apr-2025 20:03:58,08-Apr-2025 20:03:58,General Updates,1
08-Apr-2025 14:12:59,08-Apr-2025 14:12:59,Record Date,1
08-Apr-2025 14:11:31,08-Apr-2025 14:11:31,Dividend,1
22-Oct-2024 15:13:33,22-Oct-2024 15:13:33,Stock split,1
22-Oct-2024 15:13:33,22-Oct-2024 15:13:33,Dividend,1
17-Oct-2024 18:56:59,17-Oct-2024 18:56:59,Record Date,1
13-Sep-2024 15:54:18,13-Sep-2024 15:54:18,Record Date,1
13-Sep-2024 15:51:48,13-Sep-2024 15:51:48,Book Closure,1
09-Sep-2024 13:46:07,09-Sep-2024 13:46:07,Updates,1
29-May-2024 15:19:45,29-May-2024 15:19:45,Dividend,1
29-May-2024 15:09:39,29-May-2024 15:09:39,Dividend Updates,1
08-Nov-2023 15:46:01,08-Nov-2023 15:46:01,Dividend,1
06-Sep-2023 13:42:01,06-Sep-2023 13:42:01,Record Date,1
22-Jun-2023 14:34:29,22-Jun-2023 14:34:29,Updates,1
14-Nov-2022 18:09:33,14-Nov-2022 18:09:33,Record Date,1
10-Nov-2022 14:22:20,10-Nov-2022 14:22:20,Dividend,1
10-Nov-2022 14:22:18,10-Nov-2022 14:22:18,Outcome of Board Meeting,1
06-Sep-2022 15:18:12,06-Sep-2022 15:18:12,Record Date,1
06-Sep-2022 15:14:54,06-Sep-2022 15:14:54,Book Closure,1
29-Dec-2021 11:28:06,29-Dec-2021 11:28:06,Record Date,1
29-Dec-2021 11:25:00,29-Dec-2021 11:25:00,Dividend Updates,1
28-Dec-2021 18:52:11,28-Dec-2021 18:52:11,Dividend Updates,1
07-Sep-2021 18:26:34,07-Sep-2021 18:26:34,Record Date,1
07-Sep-2021 18:25:21,07-Sep-2021 18:25:21,Book Closure,1
10-Aug-2021 16:54:38,10-Aug-2021 16:54:38,Outcome of Board Meeting,1
10-Jun-2021 14:21:16,10-Jun-2021 14:21:16,Financial Results Updates,1
02-Feb-2021 15:54:23,02-Feb-2021 15:54:23,Record Date,1
