audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,N,22-Jan-2025 20:12:35,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:00:12,22-Jan-2025 20:12:47,22-Jan-2025 20:12,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE030A01027,N,01-Oct-202431-Dec-2024Q3UNNCNEHINDUNILVR,Quarterly,N,Third Quarter,,,1190225,HINDUNILVR,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117507_1357438_22012025081234.xml
Un-Audited,N,22-Jan-2025 20:01:13,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:00:46,22-Jan-2025 20:01:59,22-Jan-2025 20:01,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE030A01027,N,01-Oct-202431-Dec-2024Q3UNNNNEHINDUNILVR,Quarterly,N,Third Quarter,,,1190223,HINDUNILVR,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117506_1357422_22012025080113.xml
Un-Audited,N,23-Oct-2024 21:15:15,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:00:22,23-Oct-2024 21:15:37,23-Oct-2024 21:15,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE030A01027,N,01-Jul-202430-Sep-2024Q2UNNCNEHINDUNILVR,Quarterly,N,Second Quarter,,,1182161,HINDUNILVR,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113145_1286562_23102024091515.xml
Un-Audited,N,23-Oct-2024 21:11:46,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:00:46,23-Oct-2024 21:12:32,23-Oct-2024 21:11,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE030A01027,N,01-Jul-202430-Sep-2024Q2UNNNNEHINDUNILVR,Quarterly,N,Second Quarter,,,1182159,HINDUNILVR,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_113144_1286558_23102024091146.xml
Un-Audited,N,23-Jul-2024 18:51:49,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:00:12,23-Jul-2024 18:52:01,23-Jul-2024 18:51,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE030A01027,N,01-Apr-202430-Jun-2024Q1UNNCNEHINDUNILVR,Quarterly,N,First Quarter,,,1177886,HINDUNILVR,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109325_1200467_23072024065149.xml
Un-Audited,N,23-Jul-2024 18:48:19,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:00:37,23-Jul-2024 18:48:56,23-Jul-2024 18:48,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE030A01027,N,01-Apr-202430-Jun-2024Q1UNNNNEHINDUNILVR,Quarterly,N,First Quarter,,,1177885,HINDUNILVR,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_109324_1200464_23072024064819.xml
Audited,N,24-Apr-2024 21:05:52,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:02:14,24-Apr-2024 21:08:06,24-Apr-2024 21:05,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE030A01027,N,01-Jan-202431-Mar-2024Q4ANNCNEHINDUNILVR,Quarterly,N,Fourth Quarter,,,1169311,HINDUNILVR,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104688_1107608_24042024090551.xml
Audited,N,24-Apr-2024 20:37:20,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:02:47,24-Apr-2024 20:40:07,24-Apr-2024 20:37,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE030A01027,N,01-Jan-202431-Mar-2024Q4ANNNNEHINDUNILVR,Quarterly,N,Fourth Quarter,,,1169307,HINDUNILVR,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104686_1107593_24042024083719.xml
Un-Audited,N,19-Jan-2024 19:33:47,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:02:19,19-Jan-2024 19:36:06,19-Jan-2024 19:33,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE030A01027,N,01-Oct-202331-Dec-2023Q3UNNCNEHINDUNILVR,Quarterly,N,Third Quarter,,,1162446,HINDUNILVR,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101211_1030625_19012024073347.xml
Un-Audited,N,19-Jan-2024 19:31:38,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:02:28,19-Jan-2024 19:34:06,19-Jan-2024 19:31,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE030A01027,N,01-Oct-202331-Dec-2023Q3UNNNNEHINDUNILVR,Quarterly,N,Third Quarter,,,1162444,HINDUNILVR,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101210_1030612_19012024073137.xml
Un-Audited,N,19-Oct-2023 18:29:11,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:06:53,19-Oct-2023 18:36:04,19-Oct-2023 18:29,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE030A01027,N,01-Jul-202330-Sep-2023Q2UNNCNEHINDUNILVR,Quarterly,N,Second Quarter,,,1155559,HINDUNILVR,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_97710_961245_19102023062911.xml
Un-Audited,N,19-Oct-2023 18:25:54,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:02:09,19-Oct-2023 18:28:03,19-Oct-2023 18:25,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE030A01027,N,01-Jul-202330-Sep-2023Q2UNNNNEHINDUNILVR,Quarterly,N,Second Quarter,,,1155555,HINDUNILVR,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_97708_961210_19102023062554.xml
Un-Audited,N,21-Jul-2023 09:22:40,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:03:23,21-Jul-2023 09:26:03,21-Jul-2023 09:22,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE030A01027,N,01-Apr-202330-Jun-2023Q1UNNCNEHINDUNILVR,Quarterly,N,First Quarter,,,1151983,HINDUNILVR,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94325_896365_21072023092240.xml
Un-Audited,N,21-Jul-2023 08:57:22,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:03:10,21-Jul-2023 09:00:32,21-Jul-2023 08:57,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE030A01027,N,01-Apr-202330-Jun-2023Q1UNNNNEHINDUNILVR,Quarterly,N,First Quarter,,,1151982,HINDUNILVR,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94324_896356_21072023085722.xml
Audited,N,28-Apr-2023 09:29:00,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:03:04,28-Apr-2023 09:32:04,28-Apr-2023 09:29,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE030A01027,N,01-Jan-202331-Mar-2023Q4ANNCNEHINDUNILVR,Quarterly,N,Fourth Quarter,,,1145500,HINDUNILVR,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_90934_834226_28042023092900.xml
Audited,N,28-Apr-2023 09:25:57,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:02:07,28-Apr-2023 09:28:04,28-Apr-2023 09:25,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE030A01027,N,01-Jan-202331-Mar-2023Q4ANNNNEHINDUNILVR,Quarterly,N,Fourth Quarter,,,1145498,HINDUNILVR,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_90933_834223_28042023092556.xml
Un-Audited,N,19-Jan-2023 19:15:51,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:04:13,19-Jan-2023 19:20:04,19-Jan-2023 19:15,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE030A01027,N,01-Oct-202231-Dec-2022Q3UNNCNEHINDUNILVR,Quarterly,N,Third Quarter,,,1138814,HINDUNILVR,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_87541_774017_19012023071551_WEB.xml
Un-Audited,N,19-Jan-2023 19:13:31,Hindustan Unilever Limited,Non-Consolidated,Non-cumulative,00:04:32,19-Jan-2023 19:18:03,19-Jan-2023 19:13,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE030A01027,N,01-Oct-202231-Dec-2022Q3UNNNNEHINDUNILVR,Quarterly,N,Third Quarter,,,1138812,HINDUNILVR,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_87540_774011_19012023071330_WEB.xml
Un-Audited,N,21-Oct-2022 19:22:52,Hindustan Unilever Limited,Consolidated,Non-cumulative,00:03:17,21-Oct-2022 19:26:09,21-Oct-2022 19:22,01-Apr-2022 To 31-Mar-2023,New,01-Jul-2022,Ind-AS New,-,INE030A01027,N,01-Jul-202230-Sep-2022Q2UNNCNEHINDUNILVR,Quarterly,N,Second Quarter,,,4799,HINDUNILVR,30-Sep-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_788755_4963_21102022192252_WEB.xml
