an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
31-Aug-2026 22:56:22,161.51 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_31082026225610_Change_in_SMP_I_Sreedhar.pdf,LIC Housing Finance Limited has informed the Exchange about change in Senior Management-Cessation of I Sreedhar,,,Change in Management,00:00:01,31082026225622,31-Aug-2026 22:56:23,161.51 KB,True,,,106763319,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-31 22:56:22,LICHSGFIN
28-Aug-2026 21:11:50,403.80 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_28082026211129_Appointment_of_Shri_Sandeep_Kumar.PDF,"LIC Housing Finance Limited has informed the Exchange regarding Appointment of Mr Sandeep Kumar as Managing Director & CEO of the company w.e.f. August 29, 2026.",,,Appointment,00:00:01,28082026211150,28-Aug-2026 21:11:51,403.80 KB,True,,,106760860,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-28 21:11:50,LICHSGFIN
28-Aug-2026 21:06:49,291.83 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_28082026210642_Cessation_of_T_Adhikari.PDF,"LIC Housing Finance Limited has informed the Exchange regarding Cessation of Mr T Adhikari as Managing Director and Chief Executive Officer of the company w.e.f. August 28, 2026.",,,Cessation,00:00:01,28082026210649,28-Aug-2026 21:06:50,291.83 KB,True,,,106760855,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-28 21:06:49,LICHSGFIN
28-Aug-2026 20:53:14,436.60 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_28082026205304_Outcome_of_Meeting_28th_August2026_.PDF,"LIC Housing Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on August 28, 2026.",,,Outcome of Board Meeting,00:00:01,28082026205314,28-Aug-2026 20:53:15,436.60 KB,True,,,106760844,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-28 20:53:14,LICHSGFIN
28-Aug-2026 20:19:59,1.48 MB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_28082026201949_Voting_Result_37AGM.pdf,"LIC Housing Finance Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 28, 2026. Further, the company has informed the Exchange regarding voting results.",,,Shareholders meeting,00:00:01,28082026201959,28-Aug-2026 20:20:00,1.48 MB,True,,,106760834,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-28 20:19:59,LICHSGFIN
28-Aug-2026 19:04:32,1.41 MB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_28082026190409_Summary_Proceedings_37th_AGM.PDF,"LIC Housing Finance Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 28, 2026",,,Shareholders meeting,00:00:01,28082026190432,28-Aug-2026 19:04:33,1.41 MB,True,,,106760774,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-28 19:04:32,LICHSGFIN
27-Aug-2026 17:46:55,571.05 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_27082026174623_Clarification_on_Media_News_27082026.pdf,LIC Housing Finance Limited has informed regarding Clarification with respect to Media Reports concerning NCLT Order in the Personal Insolvency Proceedings of Dr. Subhash Chandra,,,Disclosure of material issue,00:00:01,27082026174655,27-Aug-2026 17:46:56,571.05 KB,True,,,106759231,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-27 17:46:55,LICHSGFIN
21-Aug-2026 17:52:14,182.93 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_21082026175146_Clarification_on_TDS_date.PDF,LIC Housing Finance Limited has informed the Exchange regarding 'Clarification of date of submission of documents for Tax on Dividend (TDS) for final Dividend FY 2025-26'.,,,Updates,00:00:00,21082026175214,21-Aug-2026 17:52:14,182.93 KB,True,,,106752720,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-21 17:52:14,LICHSGFIN
06-Aug-2026 09:53:08,24.84 MB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_06082026095040_Unaudited_Financial_Result_Q1_-_converted.pdf,LIC Housing Finance Limited has informed the Exchange regarding 'submitting Machine Readable / legible copy of Financial Results '.,,,Updates,00:00:01,06082026095308,06-Aug-2026 09:53:09,24.84 MB,True,,,106727908,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-06 09:53:08,LICHSGFIN
05-Aug-2026 11:31:25,185.22 KB,https://nsearchives.nseindia.com/corporate/LICHSGFIN_05082026113115_Transcript_of_Q1.PDF,LIC Housing Finance Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,05082026113125,05-Aug-2026 11:31:26,185.22 KB,True,,,106725749,Finance - Housing,INE115A01018,LIC Housing Finance Limited,2026-08-05 11:31:25,LICHSGFIN
