exDate,recDate,subject,faceVal
21-Aug-2026 17:52:14,21-Aug-2026 17:52:14,Updates,1
06-Jul-2026 19:22:34,06-Jul-2026 19:22:34,Record Date,1
13-May-2026 22:09:50,13-May-2026 22:09:50,Dividend,1
01-Aug-2025 22:10:49,01-Aug-2025 22:10:49,Record Date,1
15-May-2025 19:42:14,15-May-2025 19:42:14,Dividend,1
18-Jul-2024 17:26:32,18-Jul-2024 17:26:32,Book Closure,1
18-Jul-2024 17:25:08,18-Jul-2024 17:25:08,Record Date,1
15-May-2024 19:51:11,15-May-2024 19:51:11,Dividend,1
24-Jul-2023 17:33:20,24-Jul-2023 17:33:20,Book Closure,1
24-Jul-2023 17:30:50,24-Jul-2023 17:30:50,Record Date,1
16-May-2023 20:27:40,16-May-2023 20:27:40,Dividend,1
05-Sep-2022 17:52:51,05-Sep-2022 17:52:51,Record Date,1
26-Aug-2022 18:27:12,26-Aug-2022 18:27:12,Book Closure,1
26-Aug-2022 18:17:57,26-Aug-2022 18:17:57,Record Date,1
26-Aug-2022 17:44:48,26-Aug-2022 17:44:48,General updates,1
18-May-2022 17:03:51,18-May-2022 17:03:51,Outcome of Board Meeting,1
18-May-2022 17:03:50,18-May-2022 17:03:50,Dividend,1
29-Jul-2021 16:19:32,29-Jul-2021 16:19:32,Book Closure,1
15-Jun-2021 15:37:02,15-Jun-2021 15:37:02,Dividend,1
25-Aug-2020 11:31:39,25-Aug-2020 11:31:39,Book Closure,1
24-Aug-2020 19:13:05,24-Aug-2020 19:13:05,Book Closure,1
06-May-2019 11:56:00,06-May-2019 11:56:00,AGM/Book Closure,1
06-May-2019 10:16:00,06-May-2019 10:16:00,Dividend,1
23-Apr-2018 19:53:00,23-Apr-2018 19:53:00,AGM/Book Closure,1
23-Apr-2018 19:28:00,23-Apr-2018 19:28:00,Dividend,1
25-Apr-2017 17:13:00,25-Apr-2017 17:13:00,AGM/Book Closure,1
25-Apr-2017 15:48:00,25-Apr-2017 15:48:00,Dividend,1
18-Apr-2016 14:50:00,18-Apr-2016 14:50:00,AGM/Book Closure,1
18-Apr-2016 14:39:00,18-Apr-2016 14:39:00,Dividend,1
06-May-2015 13:11:00,06-May-2015 13:11:00,AGM/Book Closure,1
20-Apr-2015 08:16:00,20-Apr-2015 08:16:00,Dividend,1
06-May-2014 11:32:00,06-May-2014 11:32:00,AGM/Book Closure,1
21-Apr-2014 13:24:00,21-Apr-2014 13:24:00,Dividend,1
10-May-2013 12:36:00,10-May-2013 12:36:00,AGM/Book Closure,1
26-Apr-2013 13:52:00,26-Apr-2013 13:52:00,Dividend,1
02-May-2012 11:47:00,02-May-2012 11:47:00,AGM / Book Closure,1
25-Apr-2012 13:42:00,25-Apr-2012 13:42:00,Dividend,1
16-May-2011 15:32:00,16-May-2011 15:32:00,AGM / Book Closure,1
28-Apr-2011 17:26:00,28-Apr-2011 17:26:00,Dividend,1
27-Oct-2010 18:40:00,27-Oct-2010 18:40:00,Share Split,1
29-Apr-2010 10:27:00,29-Apr-2010 10:27:00,AGM/Book Closure,1
28-Apr-2010 13:04:00,28-Apr-2010 13:04:00,Dividend,1
02-Jun-2009 11:35:00,02-Jun-2009 11:35:00,AGM/Book Closure,1
25-May-2009 19:02:00,25-May-2009 19:02:00,Issue of shares/Others,1
23-Apr-2009 14:24:00,23-Apr-2009 14:24:00,Final Dividend,1
29-Apr-2008 16:52:00,29-Apr-2008 16:52:00,AGM/Book Closure,1
25-Apr-2008 12:37:00,25-Apr-2008 12:37:00,Final Dividend,1
15-May-2007 14:52:00,15-May-2007 14:52:00,AGM/Book Closure,1
14-May-2007 14:55:00,14-May-2007 14:55:00,Final Dividend,1
13-Mar-2007 16:35:00,13-Mar-2007 16:35:00,Interim Dividend/Record Date,1
07-Jun-2006 00:00:00,07-Jun-2006 00:00:00,Dividend,1
07-Jun-2006 00:00:00,07-Jun-2006 00:00:00,AGM/Book Closure,1
27-Jun-2005 00:00:00,27-Jun-2005 00:00:00,Dividend,1
27-Jun-2005 00:00:00,27-Jun-2005 00:00:00,Date of AGM/Book Closure,1
