bm_date,bm_purpose,bm_desc,attachment
10-Jul-2026 12:35:54,Outcome of Board Meeting,"Indian Bank has submitted to the Exchange about Approval of Unaudited (Reviewed) Standalone and Consolidated Financial Results of the Bank for the First Quarter of FY 2026-27 ended on June 30, 2026",https://nsearchives.nseindia.com/corporate/INDIANB_10072026123406_SE_Q1FY27_Result.pdf
29-Apr-2026 14:10:25,Outcome of Board Meeting,"Indian Bank has informed the Exchange regarding Outcome of Board Meeting held on April 29, 2026 regarding Capital Raising Plan of the Bank.",https://nsearchives.nseindia.com/corporate/INDIANB_29042026140959_SE_Result29042026.pdf
29-Apr-2026 13:59:32,Outcome of Board Meeting,"Indian Bank has submitted to the Exchange, the financial results for the Fourth Quarter and FY 2025-26 ended on March 31, 2026.",https://nsearchives.nseindia.com/corporate/INDIANB_29042026135814_SE_Result29042026.pdf
22-Jan-2026 13:29:45,Outcome of Board Meeting,"Indian Bank has submitted to the Exchange, the financial results for the Third Quarter and Nine Months period of FY 2025-26 ended on December 31, 2025.",https://nsearchives.nseindia.com/corporate/INDIANB_22012026132733_SE_Q3FY26_Result.pdf
16-Oct-2025 13:03:25,Outcome of Board Meeting,"Indian Bank has submitted to the Exchange, the financial results for the Quarter and Half Year period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/INDIANB_16102025130138_Q2_FY26_Result.pdf
24-Jul-2025 13:20:10,Outcome of Board Meeting,"Indian Bank has submitted to the Exchange, Outcome of Board Meeting- Approval of Unaudited (Reviewed) Standalone and Consolidated Financial Results of the Bank for theFirst Quarter of FY 2025- 26 ended on June 30. 2025",https://nsearchives.nseindia.com/corporate/INDIANB_24072025131736_SE_Result_Q1FY26.pdf
03-May-2025 15:41:16,Outcome of Board Meeting,"Indian Bank has informed the Exchange regarding Outcome of Board Meeting held on May 03, 2025 - Approval of Capital/ Fund Raising plan of the Bank",https://nsearchives.nseindia.com/corporate/INDIANB_03052025154031_SE_Result_FY25.pdf
03-May-2025 15:18:11,Outcome of Board Meeting,"Indian Bank has informed the Exchange regarding Outcome of Board Meeting-Approval of Audited Financial Results (Standalone & Consolidated) of the Bank for the Fourth Quarter and Financial Year ended on March 31, 2025, recommendation of Dividend for FY 2024-25 and Capital Raising Plan",https://nsearchives.nseindia.com/corporate/INDIANB_03052025151528_SE_Result_FY25.pdf
20-Mar-2025 19:43:43,Outcome of Board Meeting,Indian Bank has informed the Exchange regarding approval for Fund Raising proposal of the Bank by Board of Directors in its meeting held on 20 March 2025,https://nsearchives.nseindia.com/corporate/INDIANB_20032025194317_SE_Meeting_Outcome20032025.pdf
29-Jan-2025 13:27:04,Financial Result Updates," Indian Bank has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/SE_Result_31122024_29012025132704.pdf
28-Oct-2024 13:26:29,Financial Result Updates," Indian Bank has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/SE_Result_Sep2024_28102024132629.pdf
26-Sep-2024 17:07:13,Outcome of Board Meeting,"Indian Bank has informed the Exchange regarding  outcome of Board meeting held on September 26, 2024 -Approval of Fund raising proposal of the Bank",https://nsearchives.nseindia.com/corporate/INDIANB_26092024170713_SE_Outcome_26092024.pdf
29-Jul-2024 13:58:37,Financial Result Updates," Indian Bank has submitted to the Exchange, the financial results for the period ended June 30, 2024.",https://nsearchives.nseindia.com/corporate/SE_Result_30062024_29072024135837.pdf
22-May-2024 13:38:24,Outcome of Board Meeting,"Indian Bank has informed the Exchange regarding  approval of Board for Fund/Capital Raising Plan of the Bank in its meeting held on May 22, 2024",https://nsearchives.nseindia.com/corporate/INDIANB_22052024133824_SE_Outcome_22052024.pdf
