exDate,recDate,subject,faceVal
25-Jun-2026 14:02:46,25-Jun-2026 14:02:46,Record Date,1
02-May-2026 15:10:54,02-May-2026 15:10:54,Dividend,1
08-Jul-2025 11:02:12,08-Jul-2025 11:02:12,Record Date,1
08-Jul-2025 10:50:02,08-Jul-2025 10:50:02,Updates,1
03-May-2025 14:01:30,03-May-2025 14:01:30,Dividend,1
02-Jul-2024 14:02:11,02-Jul-2024 14:02:11,Updates,1
02-Jul-2024 13:57:52,02-Jul-2024 13:57:52,Record Date,1
02-Jul-2024 13:47:13,02-Jul-2024 13:47:13,Bonus,1
02-Jul-2024 13:44:57,02-Jul-2024 13:44:57,Bonus,1
04-May-2024 14:08:32,04-May-2024 14:08:32,Dividend Updates,1
04-May-2024 14:05:20,04-May-2024 14:05:20,Dividend,1
04-May-2024 14:03:12,04-May-2024 14:03:12,Dividend,1
05-Aug-2023 17:21:25,05-Aug-2023 17:21:25,Record Date,1
05-Aug-2023 17:18:21,05-Aug-2023 17:18:21,Updates,1
29-Apr-2023 14:04:30,29-Apr-2023 14:04:30,Outcome of Board Meeting,1
29-Apr-2023 13:54:46,29-Apr-2023 13:54:46,Dividend,1
12-Aug-2022 18:34:39,12-Aug-2022 18:34:39,Record Date,1
12-Aug-2022 13:00:48,12-Aug-2022 13:00:48,General updates,1
29-Apr-2022 18:37:33,29-Apr-2022 18:37:33,Outcome of Board Meeting,1
29-Apr-2022 18:37:32,29-Apr-2022 18:37:32,Dividend,1
20-Aug-2021 19:30:27,20-Aug-2021 19:30:27,Record Date,1
01-May-2021 14:51:32,01-May-2021 14:51:32,Dividend,1
21-Aug-2020 17:59:18,21-Aug-2020 17:59:18,Record Date,1
21-Aug-2020 17:52:06,21-Aug-2020 17:52:06,Updates,1
16-May-2020 20:15:00,16-May-2020 20:15:00,Dividend,1
23-Aug-2019 11:35:00,23-Aug-2019 11:35:00,Updates,1
22-Aug-2019 09:03:00,22-Aug-2019 09:03:00,Record Date,1
03-May-2019 19:42:00,03-May-2019 19:42:00,Dividend,1
27-Jul-2018 19:56:00,27-Jul-2018 19:56:00,Book Closure Updates,1
26-Jul-2018 19:41:00,26-Jul-2018 19:41:00,Record Date,1
23-Apr-2018 08:21:00,23-Apr-2018 08:21:00,Dividend,1
