bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,intimationType,meetingType,oriiginalMeetingDate,proposedMeetingDate,bm_source
ICICIBANK,18-Jul-2026,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 18-Jul-2026 to consider Other business.,Banks,14-Jul-2026 19:27:08,ICICI Bank Limited,INE090A01013,00:00:03,14-Jul-2026 19:27:11,14.22 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532174_147202619273_PRIOR_INTIMATION_WebXMLFile_20260714_192706513.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_1606_20260714_192706533_WEB.html,3.01 KB,ICICIBANK,ICICI Bank Ltd.,,,,,
ICICIBANK,29-Jun-2026,Outcome of Board Meeting,"ICICI Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 29, 2026.",,,ICICI Bank Limited,INE090A01013,,,,,,,ICICIBANK,ICICI Bank Ltd.,,,,,announcements
ICICIBANK,18-Apr-2026,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 18-Apr-2026 to consider Other business.,Banks,13-Apr-2026 21:28:44,ICICI Bank Limited,INE090A01013,00:00:02,13-Apr-2026 21:28:46,14.16 KB,https://nsearchives.nseindia.com/corporate/xbrl/ICICIBANK_13042026_PRIOR_INTIMATION_WebXMLFile_20260413_212842537.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260413_212842_WEB.html,2.95 KB,ICICIBANK,ICICI Bank Ltd.,,,,,
ICICIBANK,28-Feb-2026,Outcome of Board Meeting,"ICICI Bank Limited has informed the Exchange regarding Outcome of Board Meeting held from February 26-28, 2026.",,,ICICI Bank Limited,INE090A01013,,,,,,,ICICIBANK,ICICI Bank Ltd.,,,,,announcements
ICICIBANK,17-Jan-2026,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 17-Jan-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Banks,22-Dec-2025 21:04:40,ICICI Bank Limited,INE090A01013,00:00:03,22-Dec-2025 21:04:43,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_74267_1588570_22122025090438_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_74267_22122025210438_iXBRL_WEB.html,2.93 KB,ICICIBANK,ICICI Bank Ltd.,,,,,
ICICIBANK,18-Oct-2025,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 18-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2025 .,Banks,20-Sep-2025 16:13:55,ICICI Bank Limited,INE090A01013,00:00:03,20-Sep-2025 16:13:58,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_66581_1529942_20092025041353_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_66581_20092025161353_iXBRL_WEB.html,2.93 KB,ICICIBANK,ICICI Bank Ltd.,,,,,
ICICIBANK,19-Sep-2025,Outcome of Board Meeting,"ICICI Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on September 19, 2025.",,,ICICI Bank Limited,INE090A01013,,,,,,,ICICIBANK,ICICI Bank Ltd.,,,,,announcements
ICICIBANK,19-Jul-2025,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 19-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,Banks,25-Jun-2025 18:53:36,ICICI Bank Limited,INE090A01013,00:00:04,25-Jun-2025 18:53:40,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_58420_1471270_25062025065335_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_58420_25062025185335_iXBRL_WEB.html,,ICICIBANK,ICICI Bank Ltd.,,,,,
ICICIBANK,27-Jun-2025,Outcome of Board Meeting,"ICICI Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on June 27, 2025.",,,ICICI Bank Limited,INE090A01013,,,,,,,ICICIBANK,ICICI Bank Ltd.,,,,,announcements
ICICIBANK,19-Apr-2025,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 19-Apr-2025 to consider Other business.,Banks,11-Apr-2025 23:22:38,ICICI Bank Limited,INE090A01013,00:00:02,11-Apr-2025 23:22:40,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50519_1413103_11042025112234_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_50519_11042025232234_iXBRL_WEB.html,,ICICIBANK,ICICI Bank Ltd.,,,,,
