bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
27-Jun-2017,17-Jun-2017,Asian Paints Limited,15-Jun-2017,1,-,INE021A01018,-,-,-,EQ, Annual General Meeting/Dividend Rs 5.65 Per Share + Special Dividend Rs 2/- Per Share,ASIANPAINT,Asian Paints Ltd.,,
,,ASIANPAINT,01-Nov-2016,,,,,,,,Dividend - Rs 2.65 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,16-Jun-2016,,,,,,,,Dividend - Rs 5.3 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,28-Oct-2015,,,,,,,,Dividend - Rs 2.2 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,24-Jun-2015,,,,,,,,Dividend - Rs 4.3 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,22-Sep-2014,,,,,,,,Dividend - Rs 1.8 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,16-Jun-2014,,,,,,,,Dividend - Rs 4.2 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,24-Oct-2013,,,,,,,,Dividend - Rs 1.1 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,30-Jul-2013,,,,,,,,10:1,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,06-Jun-2013,,,,,,,,Dividend - Rs 3.65 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,29-Oct-2012,,,,,,,,Dividend - Rs 0.95 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,07-Jun-2012,,,,,,,,Dividend - Rs 3.05 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,25-Oct-2011,,,,,,,,Dividend - Rs 0.95 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,09-Jun-2011,,,,,,,,Dividend - Rs 2.35 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,29-Oct-2010,,,,,,,,Dividend - Rs 0.85 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,30-Jun-2010,,,,,,,,Dividend - Rs 1.85 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,26-Oct-2009,,,,,,,,Dividend - Rs 0.85 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,17-Jun-2009,,,,,,,,Dividend - Rs 1.1 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,29-Oct-2008,,,,,,,,Dividend - Rs 0.65 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,12-Jun-2008,,,,,,,,Dividend - Rs 1.05 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,25-Oct-2007,,,,,,,,Dividend - Rs 0.65 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,13-Jun-2007,,,,,,,,Dividend - Rs 0.1 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
,,ASIANPAINT,20-Mar-2007,,,,,,,,Dividend - Rs 0.65 Per Share,ASIANPAINT,ASIANPAINT,,yahoo
