exDate,recDate,subject,faceVal
03-Aug-2026 15:44:26,03-Aug-2026 15:44:26,Press Release,1
03-Aug-2026 14:45:50,03-Aug-2026 14:45:50,Record Date,1
03-Aug-2026 14:04:21,03-Aug-2026 14:04:21,Dividend,1
04-May-2026 19:49:35,04-May-2026 19:49:35,Record Date,1
22-Jan-2026 13:02:42,22-Jan-2026 13:02:42,Record Date,1
22-Jan-2026 12:47:49,22-Jan-2026 12:47:49,Dividend,1
28-Oct-2025 21:05:52,28-Oct-2025 21:05:52,Record Date,1
28-Oct-2025 20:39:09,28-Oct-2025 20:39:09,Dividend,1
10-Oct-2025 18:46:52,10-Oct-2025 18:46:52,Stock split,1
30-Jul-2025 18:32:16,30-Jul-2025 18:32:16,Record Date,1
30-Jul-2025 17:37:28,30-Jul-2025 17:37:28,Dividend,1
13-Jun-2025 22:03:00,13-Jun-2025 22:03:00,Record Date,1
05-May-2025 17:50:34,05-May-2025 17:50:34,Dividend,1
29-Jan-2025 15:01:03,29-Jan-2025 15:01:03,Record Date,1
29-Jan-2025 14:10:06,29-Jan-2025 14:10:06,Dividend,1
28-Oct-2024 13:49:04,28-Oct-2024 13:49:04,Record Date,1
28-Oct-2024 13:44:43,28-Oct-2024 13:44:43,Dividend,1
28-Oct-2024 13:27:17,28-Oct-2024 13:27:17,Dividend,1
27-Sep-2024 11:36:24,27-Sep-2024 11:36:24,Record Date,1
02-Aug-2024 15:31:02,02-Aug-2024 15:31:02,Record Date,1
02-Aug-2024 13:53:20,02-Aug-2024 13:53:20,Dividend,1
09-May-2024 14:03:58,09-May-2024 14:03:58,Record Date,1
09-May-2024 13:44:55,09-May-2024 13:44:55,Dividend,1
06-Feb-2024 14:11:08,06-Feb-2024 14:11:08,Record Date,1
06-Feb-2024 13:42:18,06-Feb-2024 13:42:18,Dividend,1
15-Nov-2023 13:12:39,15-Nov-2023 13:12:39,Record Date,1
08-Nov-2023 10:59:18,08-Nov-2023 10:59:18,Dividend,1
04-Aug-2023 16:01:03,04-Aug-2023 16:01:03,Record Date,1
04-Aug-2023 13:39:51,04-Aug-2023 13:39:51,Record Date,1
04-Aug-2023 13:28:04,04-Aug-2023 13:28:04,Dividend,1
06-May-2023 15:47:22,06-May-2023 15:47:22,Press Release,1
06-May-2023 15:40:09,06-May-2023 15:40:09,Record Date,1
06-May-2023 13:35:30,06-May-2023 13:35:30,Dividend,1
07-Feb-2023 15:59:43,07-Feb-2023 15:59:43,Press Release,1
07-Feb-2023 12:36:13,07-Feb-2023 12:36:13,Record Date,1
07-Feb-2023 12:34:44,07-Feb-2023 12:34:44,Dividend,1
09-Jan-2023 10:47:59,09-Jan-2023 10:47:59,Record Date,1
30-Nov-2022 15:24:48,30-Nov-2022 15:24:48,Dividend,1
04-Nov-2022 14:31:12,04-Nov-2022 14:31:12,Press Release,1
04-Nov-2022 13:42:36,04-Nov-2022 13:42:36,Revised Record date,1
04-Nov-2022 13:12:45,04-Nov-2022 13:12:45,Record Date,1
04-Nov-2022 13:04:17,04-Nov-2022 13:04:17,Dividend,1
04-Nov-2022 13:04:15,04-Nov-2022 13:04:15,Outcome of Board Meeting,1
11-Aug-2022 15:05:39,11-Aug-2022 15:05:39,Record Date,1
05-Aug-2022 15:03:09,05-Aug-2022 15:03:09,Press Release,1
05-Aug-2022 14:14:38,05-Aug-2022 14:14:38,Dividend,1
05-Aug-2022 14:14:36,05-Aug-2022 14:14:36,Outcome of Board Meeting,1
04-Aug-2022 10:54:18,04-Aug-2022 10:54:18,Record Date,1
05-May-2022 13:43:15,05-May-2022 13:43:15,Record Date,1
05-May-2022 12:59:00,05-May-2022 12:59:00,Outcome of Board Meeting,1
05-May-2022 12:58:58,05-May-2022 12:58:58,Dividend,1
22-Feb-2022 15:09:18,22-Feb-2022 15:09:18,General updates,1
10-Feb-2022 15:15:42,10-Feb-2022 15:15:42,Press Release,1
10-Feb-2022 13:40:15,10-Feb-2022 13:40:15,Dividend,1
13-Jan-2022 12:22:06,13-Jan-2022 12:22:06,Record Date,1
14-Nov-2021 13:18:12,14-Nov-2021 13:18:12,Date of payment of dividend,1
14-Nov-2021 13:10:42,14-Nov-2021 13:10:42,Dividend,1
19-Oct-2021 17:42:44,19-Oct-2021 17:42:44,Revised Record date,1
12-Aug-2021 13:06:11,12-Aug-2021 13:06:11,Dividend Updates,1
10-Aug-2021 15:43:49,10-Aug-2021 15:43:49,Record Date,1
10-Aug-2021 15:08:25,10-Aug-2021 15:08:25,Dividend Updates,1
15-Jul-2021 16:35:10,15-Jul-2021 16:35:10,Updates,1
25-May-2021 20:26:54,25-May-2021 20:26:54,Press Release,1
25-May-2021 17:26:10,25-May-2021 17:26:10,Record Date,1
25-May-2021 17:12:56,25-May-2021 17:12:56,Record Date,1
12-May-2021 18:40:17,12-May-2021 18:40:17,Updates,1
