broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
30-JAN-2025,Qtr ended 31-DEC-2024,U,Audited,01-OCT-2024,31-DEC-2024,
01-FEB-2019,Qtr ended 31-DEC-2018,U,Audited,01-OCT-2018,31-DEC-2018,
28-JAN-2019,Qtr ended 30-JUN-2017,U,Audited,01-APR-2017,30-JUN-2017,
25-OCT-2018,Qtr ended 30-SEP-2018,U,Audited,01-JUL-2018,30-SEP-2018,
03-AUG-2018,Qtr ended 31-MAR-2018,U,Audited,01-JAN-2018,31-MAR-2018,
