audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,N,14-Jan-2025 17:53:35,HCL Technologies Limited,Consolidated,Non-cumulative,00:00:26,14-Jan-2025 17:54:01,14-Jan-2025 17:53,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE860A01027,N,01-Oct-202431-Dec-2024Q3UNNCNEHCLTECH,Quarterly,N,Third Quarter,,,1189683,HCLTECH,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117225_1345251_14012025055334.xml
Un-Audited,N,14-Jan-2025 17:49:01,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:00:41,14-Jan-2025 17:49:42,14-Jan-2025 17:49,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE860A01027,N,01-Oct-202431-Dec-2024Q3UNNNNEHCLTECH,Quarterly,N,Third Quarter,,,1189681,HCLTECH,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117224_1345238_14012025054901.xml
Un-Audited,N,14-Oct-2024 20:15:21,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:00:13,14-Oct-2024 20:15:34,14-Oct-2024 20:15,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE860A01027,N,01-Jul-202430-Sep-2024Q2UNNNNEHCLTECH,Quarterly,N,Second Quarter,,,1181451,HCLTECH,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_112775_1269138_14102024081521.xml
Un-Audited,N,14-Oct-2024 19:55:44,HCL Technologies Limited,Consolidated,Non-cumulative,00:00:45,14-Oct-2024 19:56:29,14-Oct-2024 19:55,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE860A01027,N,01-Jul-202430-Sep-2024Q2UNNCNEHCLTECH,Quarterly,N,Second Quarter,,,1181449,HCLTECH,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_112774_1269123_14102024075544.xml
Un-Audited,N,12-Jul-2024 18:32:51,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:00:14,12-Jul-2024 18:33:05,12-Jul-2024 18:32,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE860A01027,N,01-Apr-202430-Jun-2024Q1UNNNNEHCLTECH,Quarterly,N,First Quarter,,,1177503,HCLTECH,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_108978_1183092_12072024063251.xml
Un-Audited,N,12-Jul-2024 18:20:34,HCL Technologies Limited,Consolidated,Non-cumulative,00:00:29,12-Jul-2024 18:21:03,12-Jul-2024 18:20,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE860A01027,N,01-Apr-202430-Jun-2024Q1UNNCNEHCLTECH,Quarterly,N,First Quarter,,,1177502,HCLTECH,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_108977_1183038_12072024062034.xml
Audited,N,26-Apr-2024 20:50:40,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:03:25,26-Apr-2024 20:54:05,26-Apr-2024 20:50,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE860A01027,N,01-Jan-202431-Mar-2024Q4ANNNNEHCLTECH,Quarterly,N,Fourth Quarter,,,1169563,HCLTECH,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104836_1109699_26042024085039.xml
Audited,N,26-Apr-2024 20:47:18,HCL Technologies Limited,Consolidated,Non-cumulative,00:02:48,26-Apr-2024 20:50:06,26-Apr-2024 20:47,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE860A01027,N,01-Jan-202431-Mar-2024Q4ANNCNEHCLTECH,Quarterly,N,Fourth Quarter,,,1169561,HCLTECH,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104835_1109692_26042024084717.xml
Un-Audited,N,12-Jan-2024 19:13:32,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:02:34,12-Jan-2024 19:16:06,12-Jan-2024 19:13,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE860A01027,N,01-Oct-202331-Dec-2023Q3UNNNNEHCLTECH,Quarterly,N,Third Quarter,,,1162086,HCLTECH,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101026_1019520_12012024071332.xml
Un-Audited,N,12-Jan-2024 19:11:14,HCL Technologies Limited,Consolidated,Non-cumulative,00:02:52,12-Jan-2024 19:14:06,12-Jan-2024 19:11,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE860A01027,N,01-Oct-202331-Dec-2023Q3UNNCNEHCLTECH,Quarterly,N,Third Quarter,,,1162084,HCLTECH,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_101025_1019514_12012024071114.xml
Un-Audited,N,12-Oct-2023 19:43:28,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:02:38,12-Oct-2023 19:46:06,12-Oct-2023 19:43,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE860A01027,N,01-Jul-202330-Sep-2023Q2UNNNNEHCLTECH,Quarterly,N,Second Quarter,,,1155260,HCLTECH,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_97553_949986_12102023074328.xml
Un-Audited,N,12-Oct-2023 19:26:41,HCL Technologies Limited,Consolidated,Non-cumulative,00:03:24,12-Oct-2023 19:30:05,12-Oct-2023 19:26,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE860A01027,N,01-Jul-202330-Sep-2023Q2UNNCNEHCLTECH,Quarterly,N,Second Quarter,,,1155258,HCLTECH,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_97552_949968_12102023072641.xml
Un-Audited,N,12-Jul-2023 19:14:25,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:03:38,12-Jul-2023 19:18:03,12-Jul-2023 19:14,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE860A01027,N,01-Apr-202330-Jun-2023Q1UNNNNEHCLTECH,Quarterly,N,First Quarter,,,1151805,HCLTECH,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94154_882009_12072023071424.xml
Un-Audited,N,12-Jul-2023 19:11:31,HCL Technologies Limited,Consolidated,Non-cumulative,00:02:31,12-Jul-2023 19:14:02,12-Jul-2023 19:11,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE860A01027,N,01-Apr-202330-Jun-2023Q1UNNCNEHCLTECH,Quarterly,N,First Quarter,,,1151804,HCLTECH,30-Jun-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_94153_881998_12072023071131.xml
Audited,N,20-Apr-2023 19:07:48,HCL Technologies Limited,Consolidated,Non-cumulative,00:02:44,20-Apr-2023 19:10:32,20-Apr-2023 19:07,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE860A01027,N,01-Jan-202331-Mar-2023Q4ANNCNEHCLTECH,Quarterly,N,Fourth Quarter,,,1145161,HCLTECH,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_90754_828984_20042023070748.xml
Audited,N,20-Apr-2023 18:22:30,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:09:32,20-Apr-2023 18:32:02,20-Apr-2023 18:22,01-Apr-2022 To 31-Mar-2023,New,01-Jan-2023,Ind-AS New,-,INE860A01027,N,01-Jan-202331-Mar-2023Q4ANNNNEHCLTECH,Quarterly,N,Fourth Quarter,,,1145159,HCLTECH,31-Mar-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_90753_828756_20042023062229.xml
Un-Audited,N,13-Jan-2023 11:49:33,HCL Technologies Limited,Non-Consolidated,Non-cumulative,00:02:31,13-Jan-2023 11:52:04,13-Jan-2023 11:49,01-Apr-2022 To 31-Mar-2023,New,01-Oct-2022,Ind-AS New,-,INE860A01027,N,01-Oct-202231-Dec-2022Q3UNNNNEHCLTECH,Quarterly,N,Third Quarter,,,1138576,HCLTECH,31-Dec-2022,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_87418_764940_13012023114933_WEB.xml
