bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,HCL Technologies Limited,17-Jul-2026,2,-,INE860A01027,-,-,17-Jul-2026,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,24-Apr-2026,2,-,INE860A01027,-,-,25-Apr-2026,EQ,Interim Dividend - Rs 24 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,16-Jan-2026,2,-,INE860A01027,-,-,17-Jan-2026,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,17-Oct-2025,2,-,INE860A01027,-,-,17-Oct-2025,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,18-Jul-2025,2,-,INE860A01027,-,-,18-Jul-2025,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,28-Apr-2025,2,-,INE860A01027,-,-,28-Apr-2025,EQ,Interim Dividend - Rs 18 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,17-Jan-2025,2,-,INE860A01027,-,-,17-Jan-2025,EQ,Interim Dividend - Rs 12 Per Share Special Dividend - Rs 6 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,22-Oct-2024,2,-,INE860A01027,-,-,22-Oct-2024,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,23-Jul-2024,2,-,INE860A01027,-,-,23-Jul-2024,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,07-May-2024,2,-,INE860A01027,-,-,07-May-2024,EQ,Interim Dividend - Rs 18 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,19-Jan-2024,2,-,INE860A01027,-,-,20-Jan-2024,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,20-Oct-2023,2,-,INE860A01027,-,-,20-Oct-2023,EQ,Interim Dividend - Rs 12 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,20-Jul-2023,2,-,INE860A01027,-,-,20-Jul-2023,EQ,Dividend - Rs 10 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,28-Apr-2023,2,-,INE860A01027,-,-,28-Apr-2023,EQ,Interim Dividend - Rs 18 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,19-Jan-2023,2,-,INE860A01027,-,-,20-Jan-2023,EQ,Interim Dividend - Rs 10 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,19-Oct-2022,2,-,INE860A01027,-,-,20-Oct-2022,EQ,Interim Dividend - Rs 10 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,19-Jul-2022,2,-,INE860A01027,-,-,20-Jul-2022,EQ,Interim Dividend- Rs 10 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,28-Apr-2022,2,-,INE860A01027,-,-,29-Apr-2022,EQ,Interim Dividend Rs 18 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,20-Jan-2022,2,-,INE860A01027,-,-,22-Jan-2022,EQ,Interim Dividend - Rs 10 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,21-Oct-2021,2,-,INE860A01027,-,-,23-Oct-2021,EQ, Interm Dividend - Rs 10 Per Share,HCLTECH,HCL Technologies Ltd.,,
-,-,HCL Technologies Limited,27-Jul-2021,2,-,INE860A01027,-,-,28-Jul-2021,EQ, Interim Dividend - Rs 6 Per Share,HCLTECH,,,
,,HCLTECH,29-Apr-2021,2,,,,,29-Apr-2021,,Dividend - Rs 16.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,21-Jan-2021,2,,,,,21-Jan-2021,,Dividend - Rs 4.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,22-Oct-2020,2,,,,,22-Oct-2020,,Dividend - Rs 4.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,14-Sep-2020,2,,,,,14-Sep-2020,,Dividend - Rs 2.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,23-Jul-2020,2,,,,,23-Jul-2020,,Dividend - Rs 2.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,24-Jan-2020,2,,,,,24-Jan-2020,,Dividend - Rs 2.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,05-Dec-2019,2,,,,,05-Dec-2019,,2:1,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,31-Oct-2019,2,,,,,31-Oct-2019,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,14-Aug-2019,2,,,,,14-Aug-2019,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,16-May-2019,2,,,,,16-May-2019,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,05-Feb-2019,2,,,,,05-Feb-2019,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,30-Oct-2018,2,,,,,30-Oct-2018,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,02-Aug-2018,2,,,,,02-Aug-2018,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,09-May-2018,2,,,,,09-May-2018,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,29-Jan-2018,2,,,,,29-Jan-2018,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,01-Nov-2017,2,,,,,01-Nov-2017,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,03-Aug-2017,2,,,,,03-Aug-2017,,Dividend - Rs 1.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,24-May-2017,2,,,,,24-May-2017,,Dividend - Rs 3.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,01-Feb-2017,2,,,,,01-Feb-2017,,Dividend - Rs 3.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,27-Oct-2016,2,,,,,27-Oct-2016,,Dividend - Rs 3.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,10-Aug-2016,2,,,,,10-Aug-2016,,Dividend - Rs 3.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,05-May-2016,2,,,,,05-May-2016,,Dividend - Rs 3.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,27-Jan-2016,2,,,,,27-Jan-2016,,Dividend - Rs 3.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,23-Oct-2015,2,,,,,23-Oct-2015,,Dividend - Rs 2.5 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,07-Aug-2015,2,,,,,07-Aug-2015,,Dividend - Rs 2.5 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,24-Apr-2015,2,,,,,24-Apr-2015,,Dividend - Rs 2.0 Per Share,HCLTECH,HCLTECH,,yahoo
,,HCLTECH,19-Mar-2015,2,,,,,19-Mar-2015,,2:1,HCLTECH,HCLTECH,,yahoo
