bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Apollo Hospitals Enterprise Limited,25-Feb-2020,5,-,INE437A01016,-,-,26-Feb-2020,EQ, Interim Dividend - Rs 3.25 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
27-Sep-2019,14-Sep-2019,Apollo Hospitals Enterprise Limited,12-Sep-2019,5,-,INE437A01016,-,-,-,EQ, Annual General Meeting/Dividend - Rs 6 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
27-Sep-2018,15-Sep-2018,Apollo Hospitals Enterprise Limited,12-Sep-2018,5,-,INE437A01016,-,-,-,EQ, Annual General Meeting/Dividend- Rs 5 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
20-Sep-2017,09-Sep-2017,Apollo Hospitals Enterprise Limited,07-Sep-2017,5,-,INE437A01016,-,-,-,EQ, Annual General Meeting/Dividend - Rs 6/- Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,22-Mar-2016,5,-,INE437A01016,-,-,23-Mar-2016,EQ, Interim Dividend - Rs 6/- Per Share (Purpose Revised),APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
11-Aug-2015,01-Aug-2015,Apollo Hospitals Enterprise Limited,30-Jul-2015,5,-,INE437A01016,-,-,-,EQ,Annual General Meeting/Dividend Rs 5.75 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
25-Aug-2014,19-Aug-2014,Apollo Hospitals Enterprise Limited,13-Aug-2014,5,-,INE437A01016,-,-,-,EQ,Annual General Meeting And Dividend Rs.5.75 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
07-Aug-2013,27-Jul-2013,Apollo Hospitals Enterprise Limited,25-Jul-2013,5,-,INE437A01016,-,-,-,EQ,Annual General Meeting And Dividend Rs.5.50 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
09-Aug-2012,28-Jul-2012,Apollo Hospitals Enterprise Limited,26-Jul-2012,5,-,INE437A01016,-,-,-,EQ,Annual General Meeting/Dividend Rs 4 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
22-Jul-2011,09-Jul-2011,Apollo Hospitals Enterprise Limited,07-Jul-2011,5,-,INE437A01016,-,-,-,EQ,Annual General Meeting And Dividend Rs.3.75 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
,,APOLLOHOSP,02-Sep-2010,,,,,,02-Sep-2010,,2:1,APOLLOHOSP,APOLLOHOSP,,yahoo
,,APOLLOHOSP,15-Jul-2010,,,,,,15-Jul-2010,,Dividend - Rs 3.5 Per Share,APOLLOHOSP,APOLLOHOSP,,yahoo
,,APOLLOHOSP,20-Aug-2009,,,,,,20-Aug-2009,,Dividend - Rs 3.25 Per Share,APOLLOHOSP,APOLLOHOSP,,yahoo
,,APOLLOHOSP,11-Aug-2008,,,,,,11-Aug-2008,,Dividend - Rs 3.0 Per Share,APOLLOHOSP,APOLLOHOSP,,yahoo
,,APOLLOHOSP,09-Aug-2007,,,,,,09-Aug-2007,,Dividend - Rs 1.0 Per Share,APOLLOHOSP,APOLLOHOSP,,yahoo
,,APOLLOHOSP,22-Mar-2007,,,,,,22-Mar-2007,,Dividend - Rs 1.5 Per Share,APOLLOHOSP,APOLLOHOSP,,yahoo
