bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Apollo Hospitals Enterprise Limited,16-Feb-2026,5,-,INE437A01016,-,-,16-Feb-2026,EQ,Interim Dividend - Rs 10 Per Sh,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,19-Aug-2025,5,-,INE437A01016,-,-,19-Aug-2025,EQ,Dividend - Rs 10 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,14-Feb-2025,5,-,INE437A01016,-,-,15-Feb-2025,EQ,Interim Dividend - Rs 9 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,16-Aug-2024,5,-,INE437A01016,-,-,17-Aug-2024,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,20-Feb-2024,5,-,INE437A01016,-,-,20-Feb-2024,EQ,Interim Dividend - Rs  6 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,18-Aug-2023,5,-,INE437A01016,-,-,19-Aug-2023,EQ,Annual General Meeting/Dividend - Rs 9 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
-,-,Apollo Hospitals Enterprise Limited,24-Feb-2023,5,-,INE437A01016,-,-,24-Feb-2023,EQ,Interim Dividend - Rs  6 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
25-Aug-2022,20-Aug-2022,Apollo Hospitals Enterprise Limited,18-Aug-2022,5,-,INE437A01016,-,-,-,EQ,Annual General Meeting/Dividend - Rs 11.75 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
31-Aug-2021,21-Aug-2021,Apollo Hospitals Enterprise Limited,18-Aug-2021,5,-,INE437A01016,-,-,-,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
25-Sep-2020,19-Sep-2020,Apollo Hospitals Enterprise Limited,17-Sep-2020,5,-,INE437A01016,-,-,-,EQ, Annual General Meeting/Dividend - Rs 2.75 Per Share,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,,
