bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Adani Enterprises Limited,12-Jun-2026,1,-,INE423A01024,-,-,12-Jun-2026,EQ,Dividend - Rs 1.30 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,17-Nov-2025,1,-,INE423A01024,-,-,17-Nov-2025,EQ,Rights 3:25 @ Premium Rs 1799/-,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,13-Jun-2025,1,-,INE423A01024,-,-,13-Jun-2025,EQ,Dividend - Rs 1.30 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,14-Jun-2024,1,-,INE423A01024,-,-,14-Jun-2024,EQ,Dividend - Rs 1.30 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,07-Jul-2023,1,-,INE423A01024,-,-,07-Jul-2023,EQ,Dividend - Rs 1.20 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,14-Jul-2022,1,-,INE423A01024,-,-,15-Jul-2022,EQ,Dividend - Re 1 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,01-Jul-2021,1,-,INE423A01024,-,-,02-Jul-2021,EQ, Dividend - Re 1 Per Share,ADANIENT,Adani Enterprises Ltd.,,
26-Jun-2020,19-Jun-2020,Adani Enterprises Limited,17-Jun-2020,1,-,INE423A01024,-,-,-,EQ, Annual General Meeting,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,23-Mar-2020,1,-,INE423A01024,-,-,25-Mar-2020,EQ, Interim Dividend - Re 1 Per Share,ADANIENT,Adani Enterprises Ltd.,,
07-Aug-2019,31-Jul-2019,Adani Enterprises Limited,29-Jul-2019,1,-,INE423A01024,-,-,-,EQ, Annual General Meeting/Dividend - Rs 0.40 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,06-Sep-2018,1,-,INE423A01024,-,-,07-Sep-2018,EQ, Scheme Of Arrangement,ADANIENT,Adani Enterprises Ltd.,,
07-Aug-2018,31-Jul-2018,Adani Enterprises Limited,27-Jul-2018,1,-,INE423A01024,-,-,-,EQ, Annual General Meeting/Dividend Re 0.40 Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,05-Apr-2018,1,-,INE423A01024,-,-,06-Apr-2018,EQ, Scheme Of Arrangement,ADANIENT,Adani Enterprises Ltd.,,
09-Aug-2017,02-Aug-2017,Adani Enterprises Limited,31-Jul-2017,1,-,INE423A01024,-,-,-,EQ, Annual General Meeting/Dividend - Re 0.40 Per Share,ADANIENT,Adani Enterprises Ltd.,,
10-Aug-2016,03-Aug-2016,Adani Enterprises Limited,01-Aug-2016,1,-,INE423A01024,-,-,-,EQ, Annual General Meeting,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,22-Mar-2016,1,-,INE423A01024,-,-,23-Mar-2016,EQ, Interim Dividend - Re 0.40/- Per Share (Purpose Revised),ADANIENT,Adani Enterprises Ltd.,,
11-Aug-2015,04-Aug-2015,Adani Enterprises Limited,31-Jul-2015,1,-,INE423A01024,-,-,-,EQ,Annual General Meeting/ Dividend - Rs 1.40/- Per Share,ADANIENT,Adani Enterprises Ltd.,,
-,-,Adani Enterprises Limited,03-Jun-2015,1,-,INE423A01024,-,-,04-Jun-2015,EQ,Scheme Of Arrangement,ADANIENT,Adani Enterprises Ltd.,,
09-Aug-2014,02-Aug-2014,Adani Enterprises Limited,31-Jul-2014,1,-,INE423A01024,-,-,-,EQ,Annual General Meeting/Dividend Rs 1.40/- Per Share,ADANIENT,Adani Enterprises Ltd.,,
08-Aug-2013,01-Aug-2013,Adani Enterprises Limited,30-Jul-2013,1,-,INE423A01024,-,-,-,EQ,Annual General Meeting And Dividend Rs.1.40 Per Share,ADANIENT,Adani Enterprises Ltd.,,
,,ADANIENT,02-Aug-2012,,,,,,,,Dividend - Rs 0.969485 Per Share,ADANIENT,ADANIENT,,yahoo
,,ADANIENT,03-Aug-2011,,,,,,,,Dividend - Rs 0.969485 Per Share,ADANIENT,ADANIENT,,yahoo
,,ADANIENT,12-Aug-2010,,,,,,,,Dividend - Rs 0.969485 Per Share,ADANIENT,ADANIENT,,yahoo
,,ADANIENT,10-Dec-2009,,,,,,,,2:1,ADANIENT,ADANIENT,,yahoo
,,ADANIENT,20-Aug-2009,,,,,,,,Dividend - Rs 0.484743 Per Share,ADANIENT,ADANIENT,,yahoo
,,ADANIENT,18-Sep-2008,,,,,,,,Dividend - Rs 0.290846 Per Share,ADANIENT,ADANIENT,,yahoo
,,ADANIENT,22-Mar-2007,,,,,,,,Dividend - Rs 0.218134 Per Share,ADANIENT,ADANIENT,,yahoo
