bm_date,bm_purpose,bm_desc,attachment
02-Sep-2026 22:15:37,Shareholders meeting,"IDFC First Bank Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 31, 2026. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/IDFCFIRSTB_02092026220724_IDFCFIRSTB_Voting_Results.pdf
25-Jul-2026 17:29:16,Outcome of Board Meeting,"IDFC First Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on July 25, 2026.",https://nsearchives.nseindia.com/corporate/IDFCFIRSTB_25072026172900_BM_Outcome_Consol.pdf
25-Jul-2026 16:06:05,Press Release,"IDFC First Bank Limited has informed the Exchange regarding a press release dated July 25, 2026, titled ""Press Release - Unaudited Standalone and Consolidated Financial Results of IDFC FIRST Bank Limited for the quarter ended June 30, 2026."".",https://nsearchives.nseindia.com/corporate/IDFCFIRSTB_25072026160509_BM_Press_Release_Q1FY27.pdf
25-Jul-2026 15:57:36,Outcome of Board Meeting,"IDFC First Bank Limited has submitted to the Exchange, the financial results for the period ended June 30, 2026.",https://nsearchives.nseindia.com/corporate/IDFCFIRSTB_25072026155609_BM_Outcome_Financial_Q1FY27.pdf
