bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Nestle India Limited,10-Jul-2026,1,-,INE239A01016,-,-,10-Jul-2026,EQ,Dividend - Rs 5 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,10-Jul-2026,1,-,INE239A01016,-,-,10-Jul-2026,EQ,Special Dividend - Rs 2 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,06-Feb-2026,1,-,INE239A01016,-,-,06-Feb-2026,EQ,Interim Dividend - Rs 7 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,08-Aug-2025,1,-,INE239A01016,-,-,08-Aug-2025,EQ,Bonus 1:1,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,04-Jul-2025,1,-,INE239A01016,-,-,04-Jul-2025,EQ,Dividend - Rs 10 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,07-Feb-2025,1,-,INE239A01016,-,-,07-Feb-2025,EQ,Interim Dividend - Rs 14.25 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,16-Jul-2024,1,-,INE239A01016,-,-,16-Jul-2024,EQ,Dividend - Rs 8.50 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,16-Jul-2024,1,-,INE239A01016,-,-,16-Jul-2024,EQ,Interim Dividend - Rs 2.75 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,15-Feb-2024,1,-,INE239A01016,-,-,15-Feb-2024,EQ,Interim Dividend - Rs 7 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,05-Jan-2024,1,-,INE239A01016,-,-,05-Jan-2024,EQ,Face Value Split (Sub-Division) - From Rs10/- Per Share To Re 1/- Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,01-Nov-2023,1,-,INE239A01016,-,-,01-Nov-2023,EQ,Interim Dividend - Rs 140 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,21-Apr-2023,1,-,INE239A01016,-,-,21-Apr-2023,EQ,Final Dividend - Rs 75 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,21-Apr-2023,1,-,INE239A01016,-,-,21-Apr-2023,EQ,Interim Dividend - Rs  27 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,31-Oct-2022,1,-,INE239A01016,-,-,01-Nov-2022,EQ,Interim Dividend - Rs 120 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,21-Apr-2022,1,-,INE239A01016,-,-,22-Apr-2022,EQ,Interim Dividend - Rs 25 Per Sh/Dividend - Rs 65 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,26-Oct-2021,1,-,INE239A01016,-,-,27-Oct-2021,EQ, Interim Dividend - Rs 110 Per Share,NESTLEIND,Nestle India Ltd.,,
07-May-2021,01-May-2021,Nestle India Limited,29-Apr-2021,1,-,INE239A01016,-,-,-,EQ, Annual General Meeting/Dividend - Rs 65 Per Share,NESTLEIND,Nestle India Ltd.,,
07-May-2021,01-May-2021,Nestle India Limited,29-Apr-2021,1,-,INE239A01016,-,-,-,EQ, Interim Dividend - Rs 25 Per Share,NESTLEIND,Nestle India Ltd.,,
-,-,Nestle India Limited,29-Oct-2020,1,-,INE239A01016,-,-,02-Nov-2020,EQ, Interim Dividned - Rs 135 Per Share,NESTLEIND,Nestle India Ltd.,,
19-Jun-2020,13-Jun-2020,Nestle India Limited,11-Jun-2020,1,-,INE239A01016,-,-,-,EQ, Annual General Meeting/Dividend - Rs 61 Per Share,NESTLEIND,Nestle India Ltd.,,
,,NESTLEIND,10-Dec-2019,1,,,,,10-Dec-2019,,Dividend - Rs 2.75 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,09-Aug-2019,1,,,,,09-Aug-2019,,Dividend - Rs 10.15 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,06-May-2019,1,,,,,06-May-2019,,Dividend - Rs 1.15 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,30-Apr-2019,1,,,,,30-Apr-2019,,Dividend - Rs 1.25 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,12-Dec-2018,1,,,,,12-Dec-2018,,Dividend - Rs 2.5 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,10-Aug-2018,1,,,,,10-Aug-2018,,Dividend - Rs 1.0 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,16-May-2018,1,,,,,16-May-2018,,Dividend - Rs 2.15 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,11-Dec-2017,1,,,,,11-Dec-2017,,Dividend - Rs 1.65 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,02-Aug-2017,1,,,,,02-Aug-2017,,Dividend - Rs 0.75 Per Share,NESTLEIND,NESTLEIND,,yahoo
,,NESTLEIND,19-May-2017,1,,,,,19-May-2017,,Dividend - Rs 1.9 Per Share,NESTLEIND,NESTLEIND,,yahoo
