exDate,recDate,subject,faceVal
13-Aug-2026 19:08:20,13-Aug-2026 19:08:20,General Updates,1
27-Apr-2026 20:08:12,27-Apr-2026 20:08:12,Dividend,1
02-Sep-2025 16:50:48,02-Sep-2025 16:50:48,Record Date,1
22-Aug-2025 18:17:34,22-Aug-2025 18:17:34,General Updates,1
30-Apr-2025 19:18:48,30-Apr-2025 19:18:48,Dividend,1
05-Aug-2024 20:41:26,05-Aug-2024 20:41:26,Updates,1
05-Aug-2024 20:35:48,05-Aug-2024 20:35:48,Record Date,1
31-Jul-2024 19:53:29,31-Jul-2024 19:53:29,Bonus,1
17-May-2024 20:32:12,17-May-2024 20:32:12,Dividend,1
28-Aug-2023 18:31:37,28-Aug-2023 18:31:37,Book Closure,1
24-Aug-2023 18:16:39,24-Aug-2023 18:16:39,Updates,1
24-May-2023 22:47:47,24-May-2023 22:47:47,Dividend,1
19-Aug-2022 21:11:30,19-Aug-2022 21:11:30,Book Closure,1
24-May-2022 21:23:25,24-May-2022 21:23:25,Dividend,1
30-Aug-2021 23:23:13,30-Aug-2021 23:23:13,Book Closure,1
30-Aug-2021 23:12:58,30-Aug-2021 23:12:58,Shareholders meeting,1
27-May-2021 22:53:42,27-May-2021 22:53:42,Dividend,1
26-Aug-2019 19:49:00,26-Aug-2019 19:49:00,AGM/Book Closure,1
15-May-2019 19:43:00,15-May-2019 19:43:00,Dividend,1
15-May-2019 19:19:00,15-May-2019 19:19:00,Dividend,1
24-Aug-2018 18:21:00,24-Aug-2018 18:21:00,AGM/Book Closure,1
08-May-2018 20:43:00,08-May-2018 20:43:00,Dividend,1
04-Sep-2017 17:07:00,04-Sep-2017 17:07:00,AGM/Book Closure,1
11-May-2017 08:15:00,11-May-2017 08:15:00,Dividend,1
09-Aug-2016 16:47:00,09-Aug-2016 16:47:00,AGM/Book Closure,1
13-May-2016 18:14:00,13-May-2016 18:14:00,Dividend,1
09-Mar-2016 19:09:00,09-Mar-2016 19:09:00,Record Date,1
09-Mar-2016 19:02:00,09-Mar-2016 19:02:00,Dividend,1
13-Aug-2015 08:27:00,13-Aug-2015 08:27:00,AGM/Book Closure,1
28-May-2015 21:23:00,28-May-2015 21:23:00,Dividend,1
31-Jul-2014 15:16:00,31-Jul-2014 15:16:00,AGM/Book Closure,1
29-May-2014 09:00:00,29-May-2014 09:00:00,Dividend,1
25-Jul-2013 12:12:00,25-Jul-2013 12:12:00,AGM/Book Closure,1
31-May-2013 08:56:00,31-May-2013 08:56:00,Dividend,1
12-Jul-2012 11:05:00,12-Jul-2012 11:05:00,AGM / Book Closure,1
30-May-2012 10:27:00,30-May-2012 10:27:00,Dividend,1
30-Aug-2011 17:13:00,30-Aug-2011 17:13:00,Book Closure,1
01-Aug-2011 09:31:00,01-Aug-2011 09:31:00,Dividend,1
20-Aug-2010 10:18:00,20-Aug-2010 10:18:00,Book Closure,1
29-Jul-2010 08:46:00,29-Jul-2010 08:46:00,Final Dividend,1
22-Sep-2009 12:57:00,22-Sep-2009 12:57:00,Proceedings of AGM,1
20-Aug-2009 11:14:00,20-Aug-2009 11:14:00,Book Closure,1
28-Jul-2009 09:23:00,28-Jul-2009 09:23:00,Final Dividend,1
19-Aug-2008 14:09:00,19-Aug-2008 14:09:00,Book Closure,1
30-Jul-2008 19:07:00,30-Jul-2008 19:07:00,Dividend/Others,1
11-Oct-2007 18:29:00,11-Oct-2007 18:29:00,Book Closure,1
28-Jun-2007 18:20:00,28-Jun-2007 18:20:00,Final Dividend,1
