bm_date,bm_purpose,bm_desc,attachment
15-Aug-2026 10:47:30,Copy of Newspaper Publication,"Solar Industries India Limited has informed the Exchange about Copy of Newspaper Publication for the Unaudited Financial Results for the quarter ended on June 30, 2026",https://nsearchives.nseindia.com/corporate/SOLARINDS_15082026104717_signednewspaper1.pdf
13-Aug-2026 14:52:51,Updates,"Solar Industries India Limited has informed the Exchange regarding Presentation on Unaudited Financial Results for the quarter ended on June 30, 2026.",https://nsearchives.nseindia.com/corporate/SOLARINDS_13082026145208_Merged_IPsd.pdf
13-Aug-2026 14:44:44,Press Release,"Solar Industries India Limited has informed the Exchange regarding a press release dated August 13, 2026, titled ""Updates on the Unaudited Financial Result (Standalone & Consolidated) of the Company for the quarter ended on June 30, 2026."".",https://nsearchives.nseindia.com/corporate/SOLARINDS_13082026144305_Press_Release_Q1_sd.pdf
13-Aug-2026 14:31:28,Integrated Filing- Financial,"The unaudited financial result (standalone & consolidated) of the Company for the quarter ended on June 30, 2026.",https://nsearchives.nseindia.com/corporate/SOLARINDS_13082026143116_SIIL_JUNE1_signed_sdd.pdf
13-Aug-2026 14:26:26,Outcome of Board Meeting,"Solar Industries India Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/SOLARINDS_13082026142549_SIIL_JUNE1_signed_sdd.pdf
12-Aug-2026 17:22:10,Shareholders meeting,"Solar Industries India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 11, 2026. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/SOLARINDS_12082026172146_Scrutiniser_Report_AGM_SIIL.pdf
