exDate,recDate,subject,faceVal
14-May-2026 18:36:48,14-May-2026 18:36:48,Record Date,1
14-May-2026 18:29:30,14-May-2026 18:29:30,Dividend,1
20-Jan-2026 19:41:50,20-Jan-2026 19:41:50,Record Date,1
20-Jan-2026 19:37:59,20-Jan-2026 19:37:59,Dividend,1
20-Jan-2026 19:25:16,20-Jan-2026 19:25:16,Dividend,1
12-Jan-2026 17:43:54,12-Jan-2026 17:43:54,Record Date,1
20-May-2025 19:02:56,20-May-2025 19:02:56,Record Date,1
20-May-2025 18:53:01,20-May-2025 18:53:01,Dividend,1
27-Mar-2025 11:22:44,27-Mar-2025 11:22:44,Dividend,1
27-Mar-2025 11:21:24,27-Mar-2025 11:21:24,Dividend,1
25-Mar-2025 15:12:52,25-Mar-2025 15:12:52,Revised Record date,1
24-Mar-2025 21:29:49,24-Mar-2025 21:29:49,Record Date,1
24-May-2024 18:27:35,24-May-2024 18:27:35,Record Date,1
24-May-2024 18:25:11,24-May-2024 18:25:11,Date of payment of dividend,1
24-May-2024 18:21:39,24-May-2024 18:21:39,Dividend Updates,1
24-May-2024 18:20:24,24-May-2024 18:20:24,Dividend,1
24-May-2024 18:18:23,24-May-2024 18:18:23,Dividend,1
08-Nov-2023 17:45:53,08-Nov-2023 17:45:53,Dividend Updates,1
08-Nov-2023 17:43:38,08-Nov-2023 17:43:38,Date of payment of dividend,1
08-Nov-2023 17:41:45,08-Nov-2023 17:41:45,Dividend,1
08-Nov-2023 17:39:35,08-Nov-2023 17:39:35,Dividend,1
03-Nov-2023 17:54:20,03-Nov-2023 17:54:20,Record Date,1
13-Apr-2018 21:26:00,13-Apr-2018 21:26:00,Stock split,1
27-May-2015 08:40:00,27-May-2015 08:40:00,Outcome of Board Meeting,1
04-Sep-2014 08:52:00,04-Sep-2014 08:52:00,Outcome of Board Meeting,1
15-May-2014 19:08:00,15-May-2014 19:08:00,Updates,1
26-Aug-2013 17:20:00,26-Aug-2013 17:20:00,AGM/Book Closure,1
16-May-2013 09:12:00,16-May-2013 09:12:00,Dividend,1
03-Aug-2012 13:29:00,03-Aug-2012 13:29:00,AGM / Book Closure,1
30-May-2012 08:44:00,30-May-2012 08:44:00,Dividend,1
23-Aug-2011 09:54:00,23-Aug-2011 09:54:00,AGM / Book Closure,1
03-Aug-2011 19:21:00,03-Aug-2011 19:21:00,Dividend,1
19-Aug-2010 08:37:00,19-Aug-2010 08:37:00,AGM/Book Closure,1
18-Aug-2010 19:14:00,18-Aug-2010 19:14:00,Dividend,1
06-Aug-2009 09:52:00,06-Aug-2009 09:52:00,AGM/Book Closure,1
29-Jul-2009 20:07:00,29-Jul-2009 20:07:00,Dividend,1
01-Dec-2008 09:40:00,01-Dec-2008 09:40:00,Dividend/Book Closure/Date of AGM,1
31-Oct-2007 17:53:00,31-Oct-2007 17:53:00,AGM/Book Closure/Others,1
31-Oct-2007 17:08:00,31-Oct-2007 17:08:00,Dividend,1
16-Mar-2007 12:30:00,16-Mar-2007 12:30:00,Interim Dividend,1
09-Mar-2007 17:20:00,09-Mar-2007 17:20:00,Record Date,1
09-Nov-2006 19:07:00,09-Nov-2006 19:07:00,Book Closure,1
30-Oct-2006 20:30:00,30-Oct-2006 20:30:00,Dividend,1
