exDate,recDate,subject,faceVal
08-Aug-2026 14:36:19,08-Aug-2026 14:36:19,Updates,1
06-Aug-2026 16:12:16,06-Aug-2026 16:12:16,Record Date,1
25-Apr-2026 13:39:54,25-Apr-2026 13:39:54,Dividend,1
01-Sep-2025 19:32:13,01-Sep-2025 19:32:13,Updates,1
30-Aug-2025 16:21:02,30-Aug-2025 16:21:02,Record Date,1
25-Apr-2025 15:45:28,25-Apr-2025 15:45:28,Dividend,1
20-Jul-2024 11:57:27,20-Jul-2024 11:57:27,Updates,1
18-Jul-2024 17:49:52,18-Jul-2024 17:49:52,Updates,1
11-Jul-2024 20:39:51,11-Jul-2024 20:39:51,Record Date,1
11-Jul-2024 20:28:51,11-Jul-2024 20:28:51,Updates,1
11-Jul-2024 20:19:45,11-Jul-2024 20:19:45,Updates,1
27-Apr-2024 12:03:21,27-Apr-2024 12:03:21,Dividend,1
27-Apr-2024 11:57:48,27-Apr-2024 11:57:48,Dividend Updates,1
03-Aug-2023 17:38:24,03-Aug-2023 17:38:24,Record Date,1
03-Aug-2023 17:30:37,03-Aug-2023 17:30:37,Updates,1
29-Apr-2023 13:44:53,29-Apr-2023 13:44:53,Dividend Updates,1
29-Apr-2023 13:40:59,29-Apr-2023 13:40:59,Dividend Updates,1
21-Apr-2023 20:11:16,21-Apr-2023 20:11:16,Board Meeting Intimation,1
02-Jul-2020 16:53:00,02-Jul-2020 16:53:00,Copy of Newspaper Publication,1
17-Mar-2020 17:46:00,17-Mar-2020 17:46:00,Dividend,1
17-Mar-2020 17:29:00,17-Mar-2020 17:29:00,Dividend,1
12-Mar-2020 19:37:00,12-Mar-2020 19:37:00,Record Date,1
10-Jun-2019 19:00:00,10-Jun-2019 19:00:00,AGM/Book Closure,1
18-Apr-2019 12:39:00,18-Apr-2019 12:39:00,Dividend,1
04-Jul-2018 12:06:00,04-Jul-2018 12:06:00,AGM/Book Closure,1
04-Jul-2018 11:59:00,04-Jul-2018 11:59:00,Date of payment of dividend,1
27-Apr-2018 16:27:00,27-Apr-2018 16:27:00,Dividend,1
06-Jul-2017 12:26:00,06-Jul-2017 12:26:00,AGM/Book Closure,1
02-May-2017 15:44:00,02-May-2017 15:44:00,Dividend,1
