exDate,recDate,subject,faceVal
22-May-2026 13:23:24,22-May-2026 13:23:24,Record Date,1
22-May-2026 13:20:21,22-May-2026 13:20:21,Dividend,1
22-May-2026 13:15:11,22-May-2026 13:15:11,Outcome of Board Meeting,1
13-Feb-2026 13:23:22,13-Feb-2026 13:23:22,Record Date,1
13-Feb-2026 13:21:27,13-Feb-2026 13:21:27,Dividend,1
13-Feb-2026 13:18:41,13-Feb-2026 13:18:41,Dividend,1
12-Nov-2025 13:40:45,12-Nov-2025 13:40:45,Record Date,1
12-Nov-2025 13:37:17,12-Nov-2025 13:37:17,Dividend,1
12-Nov-2025 13:34:53,12-Nov-2025 13:34:53,Dividend,1
27-May-2025 13:43:47,27-May-2025 13:43:47,Record Date,1
27-May-2025 13:41:16,27-May-2025 13:41:16,Dividend,1
27-May-2025 13:38:10,27-May-2025 13:38:10,Dividend,1
27-May-2025 13:29:08,27-May-2025 13:29:08,Outcome of Board Meeting,1
05-Feb-2025 12:06:18,05-Feb-2025 12:06:18,Stock split,1
08-Nov-2024 13:41:57,08-Nov-2024 13:41:57,Dividend,1
08-Nov-2024 13:26:33,08-Nov-2024 13:26:33,Record Date,1
08-Nov-2024 13:21:14,08-Nov-2024 13:21:14,Dividend,1
16-May-2024 15:01:54,16-May-2024 15:01:54,Record Date,1
16-May-2024 14:59:20,16-May-2024 14:59:20,Dividend,1
07-Nov-2023 13:23:44,07-Nov-2023 13:23:44,Record Date,1
07-Nov-2023 13:01:28,07-Nov-2023 13:01:28,Dividend,1
26-May-2023 14:20:09,26-May-2023 14:20:09,Record Date,1
26-May-2023 14:03:05,26-May-2023 14:03:05,Dividend,1
11-Nov-2022 16:49:21,11-Nov-2022 16:49:21,Record Date,1
11-Nov-2022 16:31:38,11-Nov-2022 16:31:38,Dividend,1
11-Nov-2022 16:31:37,11-Nov-2022 16:31:37,Outcome of Board Meeting,1
02-Aug-2022 18:16:30,02-Aug-2022 18:16:30,Record Date,1
27-May-2022 22:03:08,27-May-2022 22:03:08,Book Closure,1
27-May-2022 21:37:24,27-May-2022 21:37:24,Outcome of Board Meeting,1
27-May-2022 21:36:14,27-May-2022 21:36:14,Outcome of Board Meeting,1
07-Jan-2022 20:11:18,07-Jan-2022 20:11:18,Record Date,1
07-Jan-2022 20:08:29,07-Jan-2022 20:08:29,Dividend Updates,1
07-Jan-2022 20:08:28,07-Jan-2022 20:08:28,Date of payment of dividend,1
07-Jan-2022 20:06:20,07-Jan-2022 20:06:20,Dividend,1
11-Jun-2021 18:19:59,11-Jun-2021 18:19:59,Record Date,1
11-Jun-2021 09:40:26,11-Jun-2021 09:40:26,Dividend,1
11-Jun-2021 09:38:10,11-Jun-2021 09:38:10,Date of payment of dividend,1
11-Jun-2021 09:38:08,11-Jun-2021 09:38:08,Dividend Updates,1
12-Feb-2020 12:50:00,12-Feb-2020 12:50:00,Dividend,1
10-Feb-2020 09:53:00,10-Feb-2020 09:53:00,Record Date,1
12-Nov-2019 13:09:00,12-Nov-2019 13:09:00,Dividend,1
08-Nov-2019 13:00:00,08-Nov-2019 13:00:00,Record Date,1
28-May-2019 13:07:00,28-May-2019 13:07:00,AGM/Book Closure,1
28-May-2019 12:57:00,28-May-2019 12:57:00,Dividend,1
29-Jan-2019 14:52:00,29-Jan-2019 14:52:00,Dividend,1
21-Jan-2019 20:20:00,21-Jan-2019 20:20:00,Record Date,1
30-Oct-2018 13:05:00,30-Oct-2018 13:05:00,Dividend,1
22-Oct-2018 17:20:00,22-Oct-2018 17:20:00,Record Date,1
30-May-2018 15:04:00,30-May-2018 15:04:00,AGM/Book Closure,1
30-May-2018 15:01:00,30-May-2018 15:01:00,Dividend,1
02-Feb-2018 17:07:00,02-Feb-2018 17:07:00,Date of payment of dividend,1
02-Feb-2018 12:49:00,02-Feb-2018 12:49:00,Dividend,1
30-Jan-2018 15:59:00,30-Jan-2018 15:59:00,Record Date,1
31-Oct-2017 12:50:00,31-Oct-2017 12:50:00,Dividend,1
24-Oct-2017 16:22:00,24-Oct-2017 16:22:00,Record Date,1
29-May-2017 15:13:00,29-May-2017 15:13:00,Dividend,1
27-Feb-2017 08:44:00,27-Feb-2017 08:44:00,Dividend,1
20-Feb-2017 18:15:00,20-Feb-2017 18:15:00,Record Date,1
27-Oct-2016 13:28:00,27-Oct-2016 13:28:00,Date of payment of dividend,1
27-Oct-2016 13:27:00,27-Oct-2016 13:27:00,Dividend,1
19-Oct-2016 17:40:00,19-Oct-2016 17:40:00,Record Date,1
27-May-2016 09:35:00,27-May-2016 09:35:00,Updates,1
25-May-2016 14:37:00,25-May-2016 14:37:00,Dividend Updates,1
25-May-2016 14:13:00,25-May-2016 14:13:00,Dividend,1
01-Apr-2016 08:37:00,01-Apr-2016 08:37:00,Updates,1
12-Mar-2016 18:07:00,12-Mar-2016 18:07:00,Dividend,1
12-Mar-2016 18:07:00,12-Mar-2016 18:07:00,Date of payment of dividend,1
09-Mar-2016 16:25:00,09-Mar-2016 16:25:00,Record Date,1
06-Nov-2015 14:41:00,06-Nov-2015 14:41:00,Date of payment of dividend,1
06-Nov-2015 14:40:00,06-Nov-2015 14:40:00,Record Date,1
06-Nov-2015 13:08:00,06-Nov-2015 13:08:00,Dividend,1
23-Jun-2015 20:34:00,23-Jun-2015 20:34:00,AGM/Book Closure,1
29-May-2015 13:41:00,29-May-2015 13:41:00,Dividend,1
24-Jun-2014 12:00:00,24-Jun-2014 12:00:00,AGM/Book Closure,1
14-May-2014 13:52:00,14-May-2014 13:52:00,Dividend,1
29-Jan-2014 13:24:00,29-Jan-2014 13:24:00,Updates,1
21-Oct-2013 17:56:00,21-Oct-2013 17:56:00,Record Date,1
18-Oct-2013 13:48:00,18-Oct-2013 13:48:00,Dividend,1
24-Jun-2013 19:16:00,24-Jun-2013 19:16:00,AGM/Book Closure,1
03-May-2013 13:40:00,03-May-2013 13:40:00,Dividend,1
14-Jun-2012 18:24:00,14-Jun-2012 18:24:00,AGM / Book Closure,1
03-May-2012 13:48:00,03-May-2012 13:48:00,Dividend,1
03-May-2012 13:46:00,03-May-2012 13:46:00,Bonus,1
29-Jun-2011 08:38:00,29-Jun-2011 08:38:00,AGM / Book Closure,1
28-Apr-2011 16:01:00,28-Apr-2011 16:01:00,Dividend,1
12-Aug-2010 10:50:00,12-Aug-2010 10:50:00,Bonus,1
02-Jul-2010 10:03:00,02-Jul-2010 10:03:00,AGM/Book Closure,1
30-Apr-2010 13:03:00,30-Apr-2010 13:03:00,Dividend,1
03-Jul-2009 13:19:00,03-Jul-2009 13:19:00,AGM/Book Closure,1
30-Apr-2009 14:05:00,30-Apr-2009 14:05:00,Dividend,1
07-Jul-2008 10:36:00,07-Jul-2008 10:36:00,AGM/Book Closure,1
30-Apr-2008 19:19:00,30-Apr-2008 19:19:00,Dividend,1
02-Jul-2007 13:22:00,02-Jul-2007 13:22:00,AGM/Book Closure,1
03-May-2007 13:46:00,03-May-2007 13:46:00,Dividend,1
