bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Power Grid Corporation of India Limited,08-Feb-2023,10,-,INE752E01010,-,-,08-Feb-2023,EQ,Interim Dividend - Rs 5 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,14-Nov-2022,10,-,INE752E01010,-,-,15-Nov-2022,EQ,Interim Dividend - Rs 5 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,19-Aug-2022,10,-,INE752E01010,-,-,22-Aug-2022,EQ,Annual General Meeting/Dividend - Rs 2.25 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,16-Feb-2022,10,-,INE752E01010,-,-,17-Feb-2022,EQ,Interim Dividend - Rs 5.50 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,22-Dec-2021,10,-,INE752E01010,-,-,23-Dec-2021,EQ,Interim Dividend - Rs 4 Per Share/ Special Dividend - Rs 3 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
24-Sep-2021,10-Sep-2021,Power Grid Corporation of India Limited,08-Sep-2021,10,-,INE752E01010,-,-,-,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,29-Jul-2021,10,-,INE752E01010,-,-,30-Jul-2021,EQ, Bonus 1:3,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,08-Mar-2021,10,-,INE752E01010,-,-,09-Mar-2021,EQ, Interim Dividend - Rs 4 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
-,-,Power Grid Corporation of India Limited,17-Dec-2020,10,-,INE752E01010,-,-,19-Dec-2020,EQ, Interim Dividend - Rs 5 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
22-Sep-2020,04-Sep-2020,Power Grid Corporation of India Limited,02-Sep-2020,10,-,INE752E01010,-,-,-,EQ, Annual General Meeting/Dividend - Rs 4.04 Per Share,POWERGRID,Power Grid Corporation of India Ltd.,,
,,POWERGRID,16-Mar-2020,10,,,,,16-Mar-2020,,Dividend - Rs 3.35 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,19-Aug-2019,10,,,,,19-Aug-2019,,Dividend - Rs 1.41 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,14-Mar-2019,10,,,,,14-Mar-2019,,Dividend - Rs 3.28 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,10-Sep-2018,10,,,,,10-Sep-2018,,Dividend - Rs 1.57 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,08-Feb-2018,10,,,,,08-Feb-2018,,Dividend - Rs 1.38 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,11-Sep-2017,10,,,,,11-Sep-2017,,Dividend - Rs 1.88 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,16-Feb-2017,10,,,,,16-Feb-2017,,Dividend - Rs 0.56 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,08-Sep-2016,10,,,,,08-Sep-2016,,Dividend - Rs 0.85 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,03-Feb-2016,10,,,,,03-Feb-2016,,Dividend - Rs 0.45 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,07-Sep-2015,10,,,,,07-Sep-2015,,Dividend - Rs 0.74 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,09-Mar-2015,10,,,,,09-Mar-2015,,Dividend - Rs 0.39 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,04-Sep-2014,10,,,,,04-Sep-2014,,Dividend - Rs 0.74 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,04-Mar-2014,10,,,,,04-Mar-2014,,Dividend - Rs 0.71 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,05-Sep-2013,10,,,,,05-Sep-2013,,Dividend - Rs 0.64 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,15-Feb-2013,10,,,,,15-Feb-2013,,Dividend - Rs 0.91 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,05-Sep-2012,10,,,,,05-Sep-2012,,Dividend - Rs 0.74 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,13-Feb-2012,10,,,,,13-Feb-2012,,Dividend - Rs 0.45 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,06-Sep-2011,10,,,,,06-Sep-2011,,Dividend - Rs 0.7 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,11-Feb-2011,10,,,,,11-Feb-2011,,Dividend - Rs 0.28 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,07-Sep-2010,10,,,,,07-Sep-2010,,Dividend - Rs 0.56 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,11-Jan-2010,10,,,,,11-Jan-2010,,Dividend - Rs 0.28 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,21-Aug-2009,10,,,,,21-Aug-2009,,Dividend - Rs 0.39 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,04-Feb-2009,10,,,,,04-Feb-2009,,Dividend - Rs 0.28 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,01-Sep-2008,10,,,,,01-Sep-2008,,Dividend - Rs 0.39 Per Share,POWERGRID,POWERGRID,,yahoo
,,POWERGRID,10-Mar-2008,10,,,,,10-Mar-2008,,Dividend - Rs 0.28 Per Share,POWERGRID,POWERGRID,,yahoo
