bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,intimationType,meetingType,oriiginalMeetingDate,proposedMeetingDate,bm_source
POWERGRID,22-Jul-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 22-Jul-2026 to consider Fund raising.,Power,17-Jul-2026 20:10:26,Power Grid Corporation of India Limited,INE752E01010,00:00:03,17-Jul-2026 20:10:29,13.94 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532898_1772026201021_PRIOR_INTIMATION_WebXMLFile_20260717_201024430.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_2660_20260717_201024456_WEB.html,2.72 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,26-Jun-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 26-Jun-2026 to consider Fund raising.,Power,23-Jun-2026 16:04:30,Power Grid Corporation of India Limited,INE752E01010,00:00:03,23-Jun-2026 16:04:33,14.23 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532898_23620261644_PRIOR_INTIMATION_WebXMLFile_20260623_160428547.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_2660_20260623_160428565_WEB.html,3.04 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,10-Jun-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 10-Jun-2026 to consider Fund raising.,Power,04-Jun-2026 19:12:58,Power Grid Corporation of India Limited,INE752E01010,00:00:03,04-Jun-2026 19:13:01,14.06 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532898_462026191253_PRIOR_INTIMATION_WebXMLFile_20260604_191256433.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260604_191256458_WEB.html,2.84 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,16-May-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 16-May-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Power,06-May-2026 15:11:57,Power Grid Corporation of India Limited,INE752E01010,00:00:03,06-May-2026 15:12:00,14.95 KB,https://nsearchives.nseindia.com/corporate/xbrl/XBRL_PRIOR_INTIMATION_WebXMLFile_20260506_151155307.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260506_151155_WEB.html,3.39 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,15-May-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 15-May-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Power,09-May-2026 10:13:27,Power Grid Corporation of India Limited,INE752E01010,00:00:02,09-May-2026 10:13:29,15.27 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532898_952026101134_PRIOR_INTIMATION_WebXMLFile_20260509_101324746.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260509_101324_WEB.html,3.68 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,30-Apr-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 30-Apr-2026 to consider Fund raising.,Power,27-Apr-2026 17:22:04,Power Grid Corporation of India Limited,INE752E01010,00:00:03,27-Apr-2026 17:22:07,14.04 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_532898_2742026172158_PRIOR_INTIMATION_WebXMLFile_20260427_172202444.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260427_172202_WEB.html,2.83 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,01-Apr-2026,Outcome of Board Meeting,"Power Grid Corporation of India Limited has informed the Exchange regarding Outcome of Board Meeting held on April 01, 2026.",,,Power Grid Corporation of India Limited,INE752E01010,,,,,,,POWERGRID,Power Grid Corporation of India Ltd.,,,,,announcements
POWERGRID,09-Mar-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 09-Mar-2026 to consider Fund raising.,Power,03-Mar-2026 23:56:29,Power Grid Corporation of India Limited,INE752E01010,00:00:03,03-Mar-2026 23:56:32,6.54 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_80043_1632270_03032026115626_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_80043_03032026235626_iXBRL_WEB.html,2.59 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,30-Jan-2026,Board Meeting Intimation,Power Grid Corporation of India Limited has informed the Exchange about Board Meeting to be held on 30-Jan-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended December 2025 and Dividend.,Power,23-Jan-2026 23:17:15,Power Grid Corporation of India Limited,INE752E01010,00:00:03,23-Jan-2026 23:17:18,6.88 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_76388_1609690_23012026111713_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_76388_23012026231713_iXBRL_WEB.html,3.09 KB,POWERGRID,Power Grid Corporation of India Ltd.,,,,,
POWERGRID,25-Jan-2026,Outcome of Board Meeting,"Power Grid Corporation of India Limited has informed the Exchange regarding Outcome of Board Meeting held on January 25, 2026.",,,Power Grid Corporation of India Limited,INE752E01010,,,,,,,POWERGRID,Power Grid Corporation of India Ltd.,,,,,announcements
