exDate,recDate,subject,faceVal
09-Jul-2026 13:04:30,09-Jul-2026 13:04:30,Copy of Newspaper Publication,1
22-Jun-2026 18:34:50,22-Jun-2026 18:34:50,General Updates,1
06-May-2026 15:19:04,06-May-2026 15:19:04,Record Date,1
06-May-2026 15:13:23,06-May-2026 15:13:23,Dividend,1
28-Jun-2025 13:33:52,28-Jun-2025 13:33:52,Copy of Newspaper Publication,1
06-May-2025 17:34:58,06-May-2025 17:34:58,Record Date,1
06-May-2025 17:13:44,06-May-2025 17:13:44,Dividend,1
15-Jul-2024 20:06:59,15-Jul-2024 20:06:59,Book Closure,1
15-Jul-2024 20:04:22,15-Jul-2024 20:04:22,Record Date,1
03-Jul-2024 13:37:51,03-Jul-2024 13:37:51,Updates,1
14-May-2024 16:19:55,14-May-2024 16:19:55,Dividend Updates,1
14-May-2024 16:05:00,14-May-2024 16:05:00,Dividend,1
24-Aug-2023 18:20:00,24-Aug-2023 18:20:00,Record Date,1
24-Aug-2023 18:17:08,24-Aug-2023 18:17:08,Book Closure,1
25-May-2023 16:03:55,25-May-2023 16:03:55,Dividend Updates,1
25-May-2023 16:02:53,25-May-2023 16:02:53,Dividend,1
25-May-2023 15:49:15,25-May-2023 15:49:15,Dividend,1
04-Sep-2022 10:14:54,04-Sep-2022 10:14:54,Communication to shareholders as per Reg 30,1
30-Aug-2022 13:20:39,30-Aug-2022 13:20:39,Book Closure,1
30-Aug-2022 13:17:15,30-Aug-2022 13:17:15,Record Date,1
30-May-2022 16:25:30,30-May-2022 16:25:30,Dividend,1
30-May-2022 16:25:25,30-May-2022 16:25:25,Outcome of Board Meeting,1
04-Sep-2021 23:12:22,04-Sep-2021 23:12:22,Record Date,1
04-Sep-2021 23:10:56,04-Sep-2021 23:10:56,Book Closure,1
01-Jun-2021 14:32:53,01-Jun-2021 14:32:53,Dividend Updates,1
28-May-2020 14:56:00,28-May-2020 14:56:00,Dividend,1
28-May-2020 14:24:00,28-May-2020 14:24:00,Dividend,1
28-May-2020 13:50:00,28-May-2020 13:50:00,Dividend,1
03-Sep-2019 15:24:00,03-Sep-2019 15:24:00,AGM/Book Closure,1
02-May-2019 14:55:00,02-May-2019 14:55:00,Dividend,1
06-Aug-2018 19:37:00,06-Aug-2018 19:37:00,Book Closure,1
03-May-2018 13:44:00,03-May-2018 13:44:00,Dividend,1
31-Aug-2017 19:09:00,31-Aug-2017 19:09:00,AGM/Book Closure,1
23-May-2017 17:00:00,23-May-2017 17:00:00,Dividend,1
23-May-2017 17:00:00,23-May-2017 17:00:00,Dividend,1
10-Jun-2016 13:42:00,10-Jun-2016 13:42:00,Date of payment of dividend,1
10-Jun-2016 13:42:00,10-Jun-2016 13:42:00,AGM/Book Closure,1
10-May-2016 17:02:00,10-May-2016 17:02:00,Dividend,1
04-Sep-2015 14:09:00,04-Sep-2015 14:09:00,AGM/Book Closure,1
22-May-2015 17:02:00,22-May-2015 17:02:00,Dividend,1
03-Sep-2014 15:16:00,03-Sep-2014 15:16:00,AGM/Book Closure,1
30-May-2014 17:52:00,30-May-2014 17:52:00,Dividend,1
02-Sep-2013 13:36:00,02-Sep-2013 13:36:00,Date of payment of dividend,1
02-Sep-2013 13:36:00,02-Sep-2013 13:36:00,AGM/Book Closure,1
29-May-2013 09:08:00,29-May-2013 09:08:00,Dividend,1
13-Aug-2012 19:17:00,13-Aug-2012 19:17:00,AGM / Book Closure,1
30-May-2012 18:11:00,30-May-2012 18:11:00,Dividend,1
09-Aug-2011 11:29:00,09-Aug-2011 11:29:00,AGM / Book Closure,1
18-May-2011 15:25:00,18-May-2011 15:25:00,Dividend,1
28-Jul-2010 16:37:00,28-Jul-2010 16:37:00,AGM/Book Closure,1
10-May-2010 17:54:00,10-May-2010 17:54:00,Dividend,1
01-Jul-2009 12:02:00,01-Jul-2009 12:02:00,AGM/Book Closure,1
01-Jul-2009 10:03:00,01-Jul-2009 10:03:00,Dividend/Others,1
01-Jul-2008 17:48:00,01-Jul-2008 17:48:00,AGM/Book Closure/Others,1
30-Jun-2008 21:05:00,30-Jun-2008 21:05:00,Dividend,1
02-Jul-2007 10:39:00,02-Jul-2007 10:39:00,AGM/Book Closure,1
02-Jul-2007 09:05:00,02-Jul-2007 09:05:00,Dividend,1
03-Nov-2006 11:36:00,03-Nov-2006 11:36:00,Outcome of Board Meeting,1
09-May-2006 00:00:00,09-May-2006 00:00:00,Dividend,1
09-May-2006 00:00:00,09-May-2006 00:00:00,AGM/Book Closure,1
25-Nov-2005 00:00:00,25-Nov-2005 00:00:00,Sub division/split,1
11-Oct-2005 00:00:00,11-Oct-2005 00:00:00,AGM/Book Closure/Others,1
28-Sep-2005 00:00:00,28-Sep-2005 00:00:00,Dividend/Others,1
08-Jun-2005 00:00:00,08-Jun-2005 00:00:00,Dividend,1
