an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
26-Aug-2026 17:35:15,3.27 MB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_26082026173456_Intimation_Newspaper.pdf,FORCE MOTORS LTD has informed the Exchange about Copy of Newspaper Publication of Notice of 67th AGM,,,Copy of Newspaper Publication,00:00:01,26082026173515,26-Aug-2026 17:35:16,3.27 MB,True,,,106757616,,INE451A01017,FORCE MOTORS LTD,2026-08-26 17:35:15,FORCEMOT
25-Aug-2026 23:28:09,18.44 MB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_25082026232729_1_Notice_of_67th_AGM-_Annual_Report_-_34_1_.pdf,"FORCE MOTORS LTD has informed the Exchange regarding Notice of Annual General Meeting to be held on September 16, 2026",,,Shareholders meeting,00:00:01,25082026232809,25-Aug-2026 23:28:10,18.44 MB,True,,,106756628,,INE451A01017,FORCE MOTORS LTD,2026-08-25 23:28:09,FORCEMOT
25-Aug-2026 21:38:56,333.13 KB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_25082026213811_01_Intimation_of_AGM_and_record_date.pdf,FORCE MOTORS LTD has informed the Exchange regarding 'date of payment of Dividend'.,,,Updates,00:00:01,25082026213856,25-Aug-2026 21:38:57,333.13 KB,True,,,106756473,,INE451A01017,FORCE MOTORS LTD,2026-08-25 21:38:56,FORCEMOT
25-Aug-2026 21:36:39,333.13 KB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_25082026213549_01_Intimation_of_AGM_and_record_date.pdf,FORCE MOTORS LTD has informed the Exchange regarding 'intimation of book closure'-10-09-2026 to 16-09-2026 (both days inclusive).,,,Updates,00:00:02,25082026213639,25-Aug-2026 21:36:41,333.13 KB,True,,,106756471,,INE451A01017,FORCE MOTORS LTD,2026-08-25 21:36:39,FORCEMOT
25-Aug-2026 20:59:23,333.13 KB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_25082026205027_01_Intimation_of_AGM_and_record_date.pdf,FORCE MOTORS LTD has informed the Exchange that Record date for the purpose of Dividend is 09-Sep-2026.,,,Record Date,00:00:01,25082026205923,25-Aug-2026 20:59:24,333.13 KB,True,,,106756451,,INE451A01017,FORCE MOTORS LTD,2026-08-25 20:59:23,FORCEMOT
25-Aug-2026 20:19:55,333.13 KB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_25082026201915_01_Intimation_of_AGM_and_record_date.pdf,FORCE MOTORS LTD has informed the Exchange about General Updates-Date of AGM-16-09-2026,,,General Updates,00:00:01,25082026201955,25-Aug-2026 20:19:56,333.13 KB,True,,,106756422,,INE451A01017,FORCE MOTORS LTD,2026-08-25 20:19:55,FORCEMOT
25-Aug-2026 18:23:55,1.06 MB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_25082026182143_IntimationKYC.pdf,FORCE MOTORS LTD has informed the Exchange about Communication to Shareholders holding Shares in Physical Mode for furnishing of PAN and Other KYC details,,,General Updates,00:00:01,25082026182355,25-Aug-2026 18:23:56,1.06 MB,True,,,106756126,,INE451A01017,FORCE MOTORS LTD,2026-08-25 18:23:55,FORCEMOT
24-Aug-2026 15:37:37,5.17 MB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_24082026153707_Intimation_Reg_30_Newspaper_Publication.pdf,FORCEMOT: FORCE MOTORS LTD has informed the Exchange about Copy of Newspaper Publication regarding the Notice of Special Window for Transfer and Dematerialisation of Physical Securities.,,,Copy of Newspaper Publication,00:00:01,24082026153737,24-Aug-2026 15:37:38,5.17 MB,True,,,106754218,,INE451A01017,FORCE MOTORS LTD,2026-08-24 15:37:37,FORCEMOT
07-Aug-2026 17:23:00,8.08 MB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_07082026171926_Intimation_of_Investor_Presentation.pdf,"FORCE MOTORS LTD has informed the Exchange about General Updates- Investor Presentation on the Standalone and Consolidated financial performance of the Company for the quarter ended on 30th June, 2026.",,,General Updates,00:00:01,07082026172300,07-Aug-2026 17:23:01,8.08 MB,True,,,106731594,,INE451A01017,FORCE MOTORS LTD,2026-08-07 17:23:00,FORCEMOT
03-Aug-2026 13:58:09,121.74 KB,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_03082026135743_intijulysalesocr.pdf,FORCE MOTORS LTD has informed the Exchange regarding Monthly Business Updates for the month of July 2026,,,Monthly Business Updates,00:00:00,03082026135809,03-Aug-2026 13:58:09,121.74 KB,True,,,106721797,,INE451A01017,FORCE MOTORS LTD,2026-08-03 13:58:09,FORCEMOT
