exDate,recDate,subject,faceVal
08-Jun-2026 23:45:33,08-Jun-2026 23:45:33,Record Date,1
06-May-2026 14:39:37,06-May-2026 14:39:37,Dividend,1
01-Jul-2025 19:46:19,01-Jul-2025 19:46:19,General Updates,1
09-Jun-2025 23:22:06,09-Jun-2025 23:22:06,Record Date,1
06-May-2025 12:49:22,06-May-2025 12:49:22,Dividend,1
16-Jul-2024 20:22:58,16-Jul-2024 20:22:58,Date of payment of dividend,1
22-Jun-2024 23:43:41,22-Jun-2024 23:43:41,Book Closure,1
22-Jun-2024 23:39:16,22-Jun-2024 23:39:16,Record Date,1
10-May-2024 11:47:20,10-May-2024 11:47:20,Dividend Updates,1
10-May-2024 11:43:36,10-May-2024 11:43:36,Dividend,1
30-Jun-2023 18:32:44,30-Jun-2023 18:32:44,Date of payment of dividend,1
08-Jun-2023 23:43:26,08-Jun-2023 23:43:26,Record Date,1
12-May-2023 14:31:42,12-May-2023 14:31:42,Dividend,1
09-Jun-2022 10:15:12,09-Jun-2022 10:15:12,Book Closure,1
09-Jun-2022 10:06:36,09-Jun-2022 10:06:36,Record Date,1
10-May-2022 14:08:40,10-May-2022 14:08:40,Dividend,1
10-May-2022 14:00:59,10-May-2022 14:00:59,Outcome of Board Meeting,1
10-May-2022 14:00:53,10-May-2022 14:00:53,Dividend,1
29-Jun-2021 13:36:51,29-Jun-2021 13:36:51,Record Date,1
29-Jun-2021 13:33:24,29-Jun-2021 13:33:24,Book Closure,1
13-May-2021 19:07:43,13-May-2021 19:07:43,Dividend,1
03-Mar-2020 15:55:00,03-Mar-2020 15:55:00,Record Date,1
03-Mar-2020 15:44:00,03-Mar-2020 15:44:00,Dividend,1
17-Jun-2019 11:44:00,17-Jun-2019 11:44:00,AGM/Book Closure,1
14-May-2019 15:26:00,14-May-2019 15:26:00,Dividend,1
