exDate,recDate,subject,faceVal
2026-08-31 19:01:33,2026-08-31 19:01:33,Interim Dividend / Corporate Action,1
2026-08-27 16:00:26,2026-08-27 16:00:26,Interim Dividend / Corporate Action,1
2026-08-26 11:11:23,2026-08-26 11:11:23,Interim Dividend / Corporate Action,1
2026-08-24 18:00:33,2026-08-24 18:00:33,Interim Dividend / Corporate Action,1
2026-08-21 14:24:20,2026-08-21 14:24:20,Interim Dividend / Corporate Action,1
