bm_date,bm_purpose,bm_desc,attachment
22-Jul-2026 17:39:12,Outcome of Board Meeting,"Nippon Life India Asset Management Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/RNLAM_22072026173751_Outcome_Final.pdf
