bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,intimationType,meetingType,oriiginalMeetingDate,proposedMeetingDate,bm_source
MARUTI,31-Jul-2026,Board Meeting Intimation,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 31-Jul-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .,Automobiles - 4 Wheelers,15-Jul-2026 18:25:49,Maruti Suzuki India Limited,INE585B01010,00:00:03,15-Jul-2026 18:25:52,14.50 KB,https://nsearchives.nseindia.com/corporate/xbrl/532500_15072026_PRIOR_INTIMATION_WebXMLFile_20260715_182547765.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_2143_20260715_182547783_WEB.html,3.24 KB,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,28-Apr-2026,Board Meeting Intimation,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 28-Apr-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Automobiles - 4 Wheelers,10-Apr-2026 15:30:32,Maruti Suzuki India Limited,INE585B01010,00:00:03,10-Apr-2026 15:30:35,14.93 KB,https://nsearchives.nseindia.com/corporate/xbrl/532500_10042026_PRIOR_INTIMATION_WebXMLFile_20260410_153030835.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260410_153030_WEB.html,3.37 KB,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,28-Jan-2026,Board Meeting Intimation,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 28-Jan-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Automobiles - 4 Wheelers,15-Jan-2026 11:41:01,Maruti Suzuki India Limited,INE585B01010,00:00:03,15-Jan-2026 11:41:04,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_75528_1601322_15012026114059_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_75528_15012026114059_iXBRL_WEB.html,2.93 KB,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,31-Oct-2025,Board Meeting Intimation,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 31-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2025 .,Automobiles - 4 Wheelers,09-Oct-2025 14:36:26,Maruti Suzuki India Limited,INE585B01010,00:00:05,09-Oct-2025 14:36:31,6.52 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_68157_1543194_09102025023625_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_68157_09102025143625_iXBRL_WEB.html,2.94 KB,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,31-Jul-2025,Board Meeting Intimation,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 31-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,Automobiles - 4 Wheelers,08-Jul-2025 15:49:07,Maruti Suzuki India Limited,INE585B01010,00:00:03,08-Jul-2025 15:49:10,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59255_1478657_08072025034905_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_59255_08072025154905_iXBRL_WEB.html,,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,25-Apr-2025,Board Meeting Intimation,Maruti Suzuki India Limited has informed the Exchange about Board Meeting to be held on 25-Apr-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Automobiles - 4 Wheelers,11-Apr-2025 17:50:30,Maruti Suzuki India Limited,INE585B01010,00:00:03,11-Apr-2025 17:50:33,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50489_1412825_11042025055027_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_50489_11042025175027_iXBRL_WEB.html,,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,29-Jan-2025,Board Meeting Intimation,Maruti Suzuki India Limited has informed the Exchange about Board Meeting to be held on 29-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,Automobiles - 4 Wheelers,13-Jan-2025 10:57:26,Maruti Suzuki India Limited,INE585B01010,00:00:03,13-Jan-2025 10:57:29,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_43612_1343177_13012025105723_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_43612_13012025105723_iXBRL_WEB.html,,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,29-Oct-2024,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 29-Oct-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2024 .,Board Meeting Intimation,Automobiles - 4 Wheelers,14-Oct-2024 16:11:36,Maruti Suzuki India Limited,INE585B01010,00:00:02,14-Oct-2024 16:11:38,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_37405_1268232_14102024041132_WEB.xml,,,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,31-Jul-2024,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 31-Jul-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,Automobiles - 4 Wheelers,04-Jul-2024 17:36:55,Maruti Suzuki India Limited,INE585B01010,00:00:03,04-Jul-2024 17:36:58,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_29062_1170253_04072024053650_WEB.xml,,,MARUTI,Maruti Suzuki India Ltd.,,,,,
MARUTI,26-Apr-2024,MARUTI SUZUKI INDIA LIMITED has informed the Exchange about Board Meeting to be held on 26-Apr-2024 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2024 and Dividend.,Board Meeting Intimation,Automobiles - 4 Wheelers,03-Apr-2024 16:28:22,Maruti Suzuki India Limited,INE585B01010,00:01:41,03-Apr-2024 16:30:03,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_21596_1079873_03042024042819_WEB.xml,,,MARUTI,Maruti Suzuki India Ltd.,,,,,
