bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Maruti Suzuki India Limited,07-Aug-2026,5,-,INE585B01010,-,-,07-Aug-2026,EQ,Dividend - Rs 140 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
-,-,Maruti Suzuki India Limited,01-Aug-2025,5,-,INE585B01010,-,-,01-Aug-2025,EQ,Dividend - Rs 135 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
27-Aug-2024,03-Aug-2024,Maruti Suzuki India Limited,02-Aug-2024,5,-,INE585B01010,-,-,-,EQ,Dividend - Rs 125 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
29-Aug-2023,04-Aug-2023,Maruti Suzuki India Limited,03-Aug-2023,5,-,INE585B01010,-,-,-,EQ,Dividend - Rs 90 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
31-Aug-2022,05-Aug-2022,Maruti Suzuki India Limited,03-Aug-2022,5,-,INE585B01010,-,-,-,EQ,Dividend - Rs 60 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
24-Aug-2021,07-Aug-2021,Maruti Suzuki India Limited,05-Aug-2021,5,-,INE585B01010,-,-,-,EQ, Dividend - Rs 45 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
26-Aug-2020,15-Aug-2020,Maruti Suzuki India Limited,13-Aug-2020,5,-,INE585B01010,-,-,-,EQ, Dividend - Rs 60 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
27-Aug-2019,17-Aug-2019,Maruti Suzuki India Limited,14-Aug-2019,5,-,INE585B01010,-,-,-,EQ, Dividend - Rs 80 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
23-Aug-2018,17-Aug-2018,Maruti Suzuki India Limited,14-Aug-2018,5,-,INE585B01010,-,-,-,EQ, Dividend Rs 80/- Per Share,MARUTI,Maruti Suzuki India Ltd.,,
05-Sep-2017,29-Aug-2017,Maruti Suzuki India Limited,24-Aug-2017,5,-,INE585B01010,-,-,-,EQ, Dividend - Rs 75/- Per Share,MARUTI,Maruti Suzuki India Ltd.,,
08-Sep-2016,02-Sep-2016,Maruti Suzuki India Limited,31-Aug-2016,5,-,INE585B01010,-,-,-,EQ, Final Dividend - Rs 35/- Per Share,MARUTI,Maruti Suzuki India Ltd.,,
04-Sep-2015,28-Aug-2015,Maruti Suzuki India Limited,26-Aug-2015,5,-,INE585B01010,-,-,-,EQ,Annual General Meeting / Dividend - Rs 25/- Per Share,MARUTI,Maruti Suzuki India Ltd.,,
04-Sep-2014,01-Sep-2014,Maruti Suzuki India Limited,27-Aug-2014,5,-,INE585B01010,-,-,-,EQ,Annual General Meeting / Dividend - Rs 12/- Per Share,MARUTI,Maruti Suzuki India Ltd.,,
-,-,Maruti Suzuki India Limited,31-Jul-2014,5,-,INE585B01010,-,-,01-Aug-2014,EQ,E-Voting,MARUTI,Maruti Suzuki India Ltd.,,
27-Aug-2013,16-Aug-2013,Maruti Suzuki India Limited,13-Aug-2013,5,-,INE585B01010,-,-,-,EQ,Annual General Meeting / Final Dividend Rs.8/- Per Equity Share,MARUTI,Maruti Suzuki India Ltd.,,
28-Aug-2012,17-Aug-2012,Maruti Suzuki India Limited,14-Aug-2012,5,-,INE585B01010,-,-,-,EQ,Annual General Meeting/ Dividend Rs.7.50 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
08-Sep-2011,26-Aug-2011,Maruti Suzuki India Limited,24-Aug-2011,5,-,INE585B01010,-,-,-,EQ,Dividend-Rs.7.50 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
07-Sep-2010,26-Aug-2010,Maruti Suzuki India Limited,24-Aug-2010,5,-,INE585B01010,-,-,-,EQ,Annual General Meeting And Final Dividend Rs.6/- Per Share,MARUTI,Maruti Suzuki India Ltd.,,
02-Sep-2009,21-Aug-2009,Maruti Suzuki India Limited,18-Aug-2009,5,-,INE585B01010,-,-,-,EQ,Agm/Div-Rs.3.50 Per Share,MARUTI,Maruti Suzuki India Ltd.,,
02-Sep-2008,20-Aug-2008,Maruti Suzuki India Limited,14-Aug-2008,5,-,INE585B01010,-,-,-,EQ,Agm/Dividend - 100%,MARUTI,Maruti Suzuki India Ltd.,,
,,MARUTI,22-Aug-2007,,,,,,22-Aug-2007,,Dividend - Rs 4.5 Per Share,MARUTI,MARUTI,,yahoo
