bm_date,bm_purpose,bm_desc,attachment
01-Sep-2026 11:49:49,Shareholders meeting,"Please find attached Scrutinizers report and voting results of 9th Annual General Meeting held on August 31, 2026.",https://nsearchives.nseindia.com/corporate/KPITTECH_01092026114850_Voting_Results_Covering_signed.pdf
29-Jul-2026 13:18:25,Outcome of Board Meeting,"KPIT Technologies Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/KPITTECH_29072026131719_NSE_Results2.pdf
