bm_date,bm_purpose,bm_desc,attachment
11-Sep-2026 21:07:36,Shareholders meeting,"Bharat Forge Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/ANILSHINDE_11092026210624_SEIntimationEvotingResults_1.pdf
12-Aug-2026 15:18:43,Shareholders meeting,"Bharat Forge Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 11, 2026. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/ANILSHINDE_12082026151446_SEIntimationEvotingResults.pdf
10-Aug-2026 14:07:02,Outcome of Board Meeting,"Bharat Forge Limited has informed the Exchange regarding Outcome of Board Meeting held on August 10, 2026.",https://nsearchives.nseindia.com/corporate/ANILSHINDE_10082026140418_SEIntimationOutcomeofBM_final.pdf
10-Aug-2026 13:58:42,Outcome of Board Meeting,"Bharat Forge Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/ANILSHINDE_10082026135525_SEIntimationOutcomeofBM_final.pdf
