bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,intimationType,meetingType,oriiginalMeetingDate,proposedMeetingDate,bm_source
CIPLA,23-Jul-2026,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 23-Jul-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .,Pharmaceuticals,24-Jun-2026 18:22:26,Cipla Limited,INE059A01026,00:00:03,24-Jun-2026 18:22:29,14.58 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500087_246202618355_PRIOR_INTIMATION_WebXMLFile_20260624_182224525.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_792_20260624_182224543_WEB.html,3.32 KB,CIPLA,Cipla Ltd.,,,,,
CIPLA,13-May-2026,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 13-May-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Pharmaceuticals,31-Mar-2026 19:40:14,Cipla Limited,INE059A01026,00:00:02,31-Mar-2026 19:40:16,15.01 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500087_313202619408_PRIOR_INTIMATION_WebXMLFile_20260331_194012368.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260331_194012_WEB.html,3.45 KB,CIPLA,Cipla Ltd.,,,,,
CIPLA,23-Jan-2026,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 23-Jan-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Pharmaceuticals,23-Dec-2025 21:45:27,Cipla Limited,INE059A01026,00:00:04,23-Dec-2025 21:45:31,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_74342_1589242_23122025094525_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_74342_23122025214525_iXBRL_WEB.html,2.92 KB,CIPLA,Cipla Ltd.,,,,,
CIPLA,30-Oct-2025,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 30-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2025 .,Pharmaceuticals,24-Sep-2025 17:06:27,Cipla Limited,INE059A01026,00:00:03,24-Sep-2025 17:06:30,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_66794_1531561_24092025050625_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_66794_24092025170625_iXBRL_WEB.html,2.92 KB,CIPLA,Cipla Ltd.,,,,,
CIPLA,25-Jul-2025,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 25-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,Pharmaceuticals,01-Jul-2025 19:00:17,Cipla Limited,INE059A01026,00:00:03,01-Jul-2025 19:00:20,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_58852_1476026_01072025070015_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_58852_01072025190015_iXBRL_WEB.html,,CIPLA,Cipla Ltd.,,,,,
CIPLA,13-May-2025,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 13-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Pharmaceuticals,08-Apr-2025 18:39:00,Cipla Limited,INE059A01026,00:00:03,08-Apr-2025 18:39:03,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_50289_1410348_08042025063857_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_50289_08042025183857_iXBRL_WEB.html,,CIPLA,Cipla Ltd.,,,,,
CIPLA,28-Jan-2025,Board Meeting Intimation,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 28-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,Pharmaceuticals,06-Jan-2025 18:08:42,Cipla Limited,INE059A01026,00:00:03,06-Jan-2025 18:08:45,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_43176_1338147_06012025060839_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_43176_06012025180838_iXBRL_WEB.html,,CIPLA,Cipla Ltd.,,,,,
CIPLA,29-Oct-2024,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 29-Oct-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2024 .,Board Meeting Intimation,Pharmaceuticals,01-Oct-2024 19:18:05,Cipla Limited,INE059A01026,00:00:03,01-Oct-2024 19:18:08,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_36783_1257348_01102024071802_WEB.xml,,,CIPLA,Cipla Ltd.,,,,,
CIPLA,26-Jul-2024,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 26-Jul-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,Pharmaceuticals,04-Jul-2024 18:37:32,Cipla Limited,INE059A01026,00:00:03,04-Jul-2024 18:37:35,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_29073_1170367_04072024063728_WEB.xml,,,CIPLA,Cipla Ltd.,,,,,
CIPLA,10-May-2024,CIPLA LIMITED has informed the Exchange about Board Meeting to be held on 10-May-2024 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2024 and Dividend.,Board Meeting Intimation,Pharmaceuticals,05-Apr-2024 17:49:36,Cipla Limited,INE059A01026,00:01:26,05-Apr-2024 17:51:02,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_21685_1081765_05042024054934_WEB.xml,,,CIPLA,Cipla Ltd.,,,,,
