bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Reliable Data Services Limited,12-Sep-2025,10,-,INE375Y01018,-,-,12-Sep-2025,EQ,Dividend - Re 0.04 Per Share,RELIABLE
30-Sep-2024,21-Sep-2024,,Reliable Data Services Limited,20-Sep-2024,10,-,INE375Y01018,-,-,-,EQ,Annual General Meeting,RELIABLE
-,-,,Reliable Data Services Limited,20-Sep-2024,10,-,INE375Y01018,-,-,20-Sep-2024,EQ,Dividend - Re 0.03 Per Share,RELIABLE
