bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Grasim Industries Limited,07-Aug-2026,2,-,INE047A01013,-,-,07-Aug-2026,EQ,Dividend - Rs 10 Per Share,GRASIM,Grasim Industries Ltd.,,
-,-,Grasim Industries Limited,12-Aug-2025,2,-,INE047A01013,-,-,12-Aug-2025,EQ,Dividend - Rs 10 Per Share,GRASIM,Grasim Industries Ltd.,,
20-Aug-2024,07-Aug-2024,Grasim Industries Limited,06-Aug-2024,2,-,INE047A01013,-,-,-,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,GRASIM,Grasim Industries Ltd.,,
-,-,Grasim Industries Limited,10-Jan-2024,2,-,INE047A01013,-,-,10-Jan-2024,EQ,Rights 6:179 @ Premium Rs 1810/-,GRASIM,Grasim Industries Ltd.,,
25-Aug-2023,12-Aug-2023,Grasim Industries Limited,11-Aug-2023,2,-,INE047A01013,-,-,-,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,GRASIM,Grasim Industries Ltd.,,
29-Aug-2022,13-Aug-2022,Grasim Industries Limited,11-Aug-2022,2,-,INE047A01013,-,-,-,EQ,Annual General Meeting/Dividend - Rs 5 Per Share/Special Dividend - Rs 5 Per Share,GRASIM,Grasim Industries Ltd.,,
27-Aug-2021,14-Aug-2021,Grasim Industries Limited,12-Aug-2021,2,-,INE047A01013,-,-,-,EQ, Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,GRASIM,Grasim Industries Ltd.,,
14-Sep-2020,28-Aug-2020,Grasim Industries Limited,26-Aug-2020,2,-,INE047A01013,-,-,-,EQ, Dividend - Rs 4 Per Share,GRASIM,Grasim Industries Ltd.,,
23-Aug-2019,13-Aug-2019,Grasim Industries Limited,08-Aug-2019,2,-,INE047A01013,-,-,-,EQ, Annual General Meeting/Dividend - Rs 7 Per Sh,GRASIM,Grasim Industries Ltd.,,
14-Sep-2018,04-Sep-2018,Grasim Industries Limited,31-Aug-2018,2,-,INE047A01013,-,-,-,EQ, Dividend Rs 6.20 Per Share,GRASIM,Grasim Industries Ltd.,,
22-Sep-2017,12-Sep-2017,Grasim Industries Limited,08-Sep-2017,2,-,INE047A01013,-,-,-,EQ, Annual General Meeting/Dividend - Rs 5.50 Per Share,GRASIM,Grasim Industries Ltd.,,
-,-,Grasim Industries Limited,19-Jul-2017,2,-,INE047A01013,-,-,20-Jul-2017,EQ, Scheme Of Arrangement,GRASIM,Grasim Industries Ltd.,,
-,-,Grasim Industries Limited,06-Oct-2016,2,-,INE047A01013,-,-,08-Oct-2016,EQ, Face Value Split From Rs 10 To Re 2,GRASIM,Grasim Industries Ltd.,,
23-Sep-2016,09-Sep-2016,Grasim Industries Limited,07-Sep-2016,2,-,INE047A01013,-,-,-,EQ, Dividend - Rs 22.50 Per Share,GRASIM,Grasim Industries Ltd.,,
19-Sep-2015,05-Sep-2015,Grasim Industries Limited,03-Sep-2015,2,-,INE047A01013,-,-,-,EQ, Annual General Meeting / Dividend Rs 18/- Per Share,GRASIM,Grasim Industries Ltd.,,
06-Sep-2014,22-Aug-2014,Grasim Industries Limited,20-Aug-2014,2,-,INE047A01013,-,-,-,EQ,Dividend - Rs 21/- Per Share,GRASIM,Grasim Industries Ltd.,,
17-Aug-2013,02-Aug-2013,Grasim Industries Limited,31-Jul-2013,2,-,INE047A01013,-,-,-,EQ,Annual General Meeting / Dividend - Rs 22.50/- Per Share,GRASIM,Grasim Industries Ltd.,,
07-Sep-2012,29-Aug-2012,Grasim Industries Limited,27-Aug-2012,2,-,INE047A01013,-,-,-,EQ,Annual General Meeting/ Dividend Rs 22.50 Per Share,GRASIM,Grasim Industries Ltd.,,
17-Sep-2011,08-Sep-2011,Grasim Industries Limited,06-Sep-2011,2,-,INE047A01013,-,-,-,EQ,Dividend-Rs.20/- Per Share,GRASIM,Grasim Industries Ltd.,,
20-Aug-2010,12-Aug-2010,Grasim Industries Limited,10-Aug-2010,2,-,INE047A01013,-,-,-,EQ,Dividend-Rs.30/- Per Share,GRASIM,Grasim Industries Ltd.,,
-,-,Grasim Industries Limited,26-May-2010,2,-,INE047A01013,-,-,28-May-2010,EQ,Scheme Of Arrangement,GRASIM,,,
,,GRASIM,24-Jul-2009,2,,,,,24-Jul-2009,,Dividend - Rs 5.98 Per Share,GRASIM,GRASIM,,yahoo
,,GRASIM,22-Jul-2008,2,,,,,22-Jul-2008,,Dividend - Rs 5.98 Per Share,GRASIM,GRASIM,,yahoo
,,GRASIM,15-Mar-2007,2,,,,,15-Mar-2007,,Dividend - Rs 5.48 Per Share,GRASIM,GRASIM,,yahoo
